,Years,Timesteps,Region,Carrier,Value
3028,Y2,5,reg1,Transport_sector_energy,0.0
3029,Y2,6,reg1,Transport_sector_energy,0.0
3030,Y2,7,reg1,Transport_sector_energy,0.0
3031,Y2,8,reg1,Transport_sector_energy,0.0
3032,Y2,9,reg1,Transport_sector_energy,0.0
3033,Y2,10,reg1,Transport_sector_energy,0.0
3034,Y2,11,reg1,Transport_sector_energy,0.0
3035,Y2,12,reg1,Transport_sector_energy,0.0
3036,Y2,13,reg1,Transport_sector_energy,0.0
3037,Y2,14,reg1,Transport_sector_energy,0.0
3038,Y2,15,reg1,Transport_sector_energy,0.0
3039,Y2,16,reg1,Transport_sector_energy,0.0
3040,Y2,17,reg1,Transport_sector_energy,0.0
3041,Y2,18,reg1,Transport_sector_energy,0.0
3042,Y2,19,reg1,Transport_sector_energy,0.0
3043,Y2,20,reg1,Transport_sector_energy,0.0
3044,Y2,21,reg1,Transport_sector_energy,0.0
3045,Y2,22,reg1,Transport_sector_energy,0.0
3046,Y2,23,reg1,Transport_sector_energy,0.0
3047,Y2,24,reg1,Transport_sector_energy,0.0
3048,Y3,1,reg1,Transport_sector_energy,0.0
3049,Y3,2,reg1,Transport_sector_energy,0.0
3050,Y3,3,reg1,Transport_sector_energy,0.0
3051,Y3,4,reg1,Transport_sector_energy,0.0
3052,Y3,5,reg1,Transport_sector_energy,0.0
3053,Y3,6,reg1,Transport_sector_energy,0.0
3054,Y3,7,reg1,Transport_sector_energy,0.0
3055,Y3,8,reg1,Transport_sector_energy,0.0
3056,Y3,9,reg1,Transport_sector_energy,0.0
3057,Y3,10,reg1,Transport_sector_energy,0.0
3058,Y3,11,reg1,Transport_sector_energy,0.0
3059,Y3,12,reg1,Transport_sector_energy,0.0
3060,Y3,13,reg1,Transport_sector_energy,0.0
3061,Y3,14,reg1,Transport_sector_energy,0.0
3062,Y3,15,reg1,Transport_sector_energy,0.0
3063,Y3,16,reg1,Transport_sector_energy,0.0
3064,Y3,17,reg1,Transport_sector_energy,0.0
3065,Y3,18,reg1,Transport_sector_energy,0.0
3066,Y3,19,reg1,Transport_sector_energy,0.0
3067,Y3,20,reg1,Transport_sector_energy,0.0
3068,Y3,21,reg1,Transport_sector_energy,0.0
3069,Y3,22,reg1,Transport_sector_energy,0.0
3070,Y3,23,reg1,Transport_sector_energy,0.0
3071,Y3,24,reg1,Transport_sector_energy,0.0
3072,Y4,1,reg1,Transport_sector_energy,0.0
3073,Y4,2,reg1,Transport_sector_energy,0.0
3074,Y4,3,reg1,Transport_sector_energy,0.0
3075,Y4,4,reg1,Transport_sector_energy,0.0
3076,Y4,5,reg1,Transport_sector_energy,0.0
3077,Y4,6,reg1,Transport_sector_energy,0.0
3078,Y4,7,reg1,Transport_sector_energy,0.0
3079,Y4,8,reg1,Transport_sector_energy,0.0
3080,Y4,9,reg1,Transport_sector_energy,0.0
3081,Y4,10,reg1,Transport_sector_energy,0.0
3082,Y4,11,reg1,Transport_sector_energy,0.0
3083,Y4,12,reg1,Transport_sector_energy,0.0
3084,Y4,13,reg1,Transport_sector_energy,0.0
3085,Y4,14,reg1,Transport_sector_energy,0.0
3086,Y4,15,reg1,Transport_sector_energy,0.0
3087,Y4,16,reg1,Transport_sector_energy,0.0
3088,Y4,17,reg1,Transport_sector_energy,0.0
3089,Y4,18,reg1,Transport_sector_energy,0.0
3090,Y4,19,reg1,Transport_sector_energy,0.0
3091,Y4,20,reg1,Transport_sector_energy,0.0
3092,Y4,21,reg1,Transport_sector_energy,0.0
3093,Y4,22,reg1,Transport_sector_energy,0.0
3094,Y4,23,reg1,Transport_sector_energy,0.0
3095,Y4,24,reg1,Transport_sector_energy,0.0
3096,Y5,1,reg1,Transport_sector_energy,0.0
3097,Y5,2,reg1,Transport_sector_energy,0.0
3098,Y5,3,reg1,Transport_sector_energy,0.0
3099,Y5,4,reg1,Transport_sector_energy,0.0
3100,Y5,5,reg1,Transport_sector_energy,0.0
3101,Y5,6,reg1,Transport_sector_energy,0.0
3102,Y5,7,reg1,Transport_sector_energy,0.0
3103,Y5,8,reg1,Transport_sector_energy,0.0
3104,Y5,9,reg1,Transport_sector_energy,0.0
3105,Y5,10,reg1,Transport_sector_energy,0.0
3106,Y5,11,reg1,Transport_sector_energy,0.0
3107,Y5,12,reg1,Transport_sector_energy,0.0
3108,Y5,13,reg1,Transport_sector_energy,0.0
3109,Y5,14,reg1,Transport_sector_energy,0.0
3110,Y5,15,reg1,Transport_sector_energy,0.0
3111,Y5,16,reg1,Transport_sector_energy,0.0
3112,Y5,17,reg1,Transport_sector_energy,0.0
3113,Y5,18,reg1,Transport_sector_energy,0.0
3114,Y5,19,reg1,Transport_sector_energy,0.0
3115,Y5,20,reg1,Transport_sector_energy,0.0
3116,Y5,21,reg1,Transport_sector_energy,0.0
3117,Y5,22,reg1,Transport_sector_energy,0.0
3118,Y5,23,reg1,Transport_sector_energy,0.0
3119,Y5,24,reg1,Transport_sector_energy,0.0
3120,Y6,1,reg1,Transport_sector_energy,0.0
3121,Y6,2,reg1,Transport_sector_energy,0.0
3122,Y6,3,reg1,Transport_sector_energy,0.0
3123,Y6,4,reg1,Transport_sector_energy,0.0
3124,Y6,5,reg1,Transport_sector_energy,0.0
3125,Y6,6,reg1,Transport_sector_energy,0.0
3126,Y6,7,reg1,Transport_sector_energy,0.0
3127,Y6,8,reg1,Transport_sector_energy,0.0
3128,Y6,9,reg1,Transport_sector_energy,0.0
3129,Y6,10,reg1,Transport_sector_energy,0.0
3130,Y6,11,reg1,Transport_sector_energy,0.0
3131,Y6,12,reg1,Transport_sector_energy,0.0
3132,Y6,13,reg1,Transport_sector_energy,0.0
3133,Y6,14,reg1,Transport_sector_energy,0.0
3134,Y6,15,reg1,Transport_sector_energy,0.0
3135,Y6,16,reg1,Transport_sector_energy,0.0
3136,Y6,17,reg1,Transport_sector_energy,0.0
3137,Y6,18,reg1,Transport_sector_energy,0.0
3138,Y6,19,reg1,Transport_sector_energy,0.0
3139,Y6,20,reg1,Transport_sector_energy,0.0
3140,Y6,21,reg1,Transport_sector_energy,0.0
3141,Y6,22,reg1,Transport_sector_energy,0.0
3142,Y6,23,reg1,Transport_sector_energy,0.0
3143,Y6,24,reg1,Transport_sector_energy,0.0
3144,Y7,1,reg1,Transport_sector_energy,0.0
3145,Y7,2,reg1,Transport_sector_energy,0.0
3146,Y7,3,reg1,Transport_sector_energy,0.0
3147,Y7,4,reg1,Transport_sector_energy,0.0
3148,Y7,5,reg1,Transport_sector_energy,0.0
3149,Y7,6,reg1,Transport_sector_energy,0.0
3150,Y7,7,reg1,Transport_sector_energy,0.0
3151,Y7,8,reg1,Transport_sector_energy,0.0
3152,Y7,9,reg1,Transport_sector_energy,0.0
3153,Y7,10,reg1,Transport_sector_energy,0.0
3154,Y7,11,reg1,Transport_sector_energy,0.0
3155,Y7,12,reg1,Transport_sector_energy,0.0
3156,Y7,13,reg1,Transport_sector_energy,0.0
3157,Y7,14,reg1,Transport_sector_energy,0.0
3158,Y7,15,reg1,Transport_sector_energy,0.0
3159,Y7,16,reg1,Transport_sector_energy,0.0
3160,Y7,17,reg1,Transport_sector_energy,0.0
3161,Y7,18,reg1,Transport_sector_energy,0.0
3162,Y7,19,reg1,Transport_sector_energy,0.0
3163,Y7,20,reg1,Transport_sector_energy,0.0
3164,Y7,21,reg1,Transport_sector_energy,0.0
3165,Y7,22,reg1,Transport_sector_energy,0.0
3166,Y7,23,reg1,Transport_sector_energy,0.0
3167,Y7,24,reg1,Transport_sector_energy,0.0
3168,Y8,1,reg1,Transport_sector_energy,0.0
3169,Y8,2,reg1,Transport_sector_energy,0.0
3170,Y8,3,reg1,Transport_sector_energy,0.0
3171,Y8,4,reg1,Transport_sector_energy,0.0
3172,Y8,5,reg1,Transport_sector_energy,0.0
3173,Y8,6,reg1,Transport_sector_energy,0.0
3174,Y8,7,reg1,Transport_sector_energy,0.0
3175,Y8,8,reg1,Transport_sector_energy,0.0
3176,Y8,9,reg1,Transport_sector_energy,0.0
3177,Y8,10,reg1,Transport_sector_energy,0.0
3178,Y8,11,reg1,Transport_sector_energy,0.0
3179,Y8,12,reg1,Transport_sector_energy,0.0
3180,Y8,13,reg1,Transport_sector_energy,0.0
3181,Y8,14,reg1,Transport_sector_energy,0.0
3182,Y8,15,reg1,Transport_sector_energy,0.0
3183,Y8,16,reg1,Transport_sector_energy,0.0
3184,Y8,17,reg1,Transport_sector_energy,0.0
3185,Y8,18,reg1,Transport_sector_energy,0.0
3186,Y8,19,reg1,Transport_sector_energy,0.0
3187,Y8,20,reg1,Transport_sector_energy,0.0
3188,Y8,21,reg1,Transport_sector_energy,0.0
3189,Y8,22,reg1,Transport_sector_energy,0.0
3190,Y8,23,reg1,Transport_sector_energy,0.0
3191,Y8,24,reg1,Transport_sector_energy,0.0
3192,Y9,1,reg1,Transport_sector_energy,0.0
3193,Y9,2,reg1,Transport_sector_energy,0.0
3194,Y9,3,reg1,Transport_sector_energy,0.0
3195,Y9,4,reg1,Transport_sector_energy,0.0
3196,Y9,5,reg1,Transport_sector_energy,0.0
3197,Y9,6,reg1,Transport_sector_energy,0.0
3198,Y9,7,reg1,Transport_sector_energy,0.0
3199,Y9,8,reg1,Transport_sector_energy,0.0
3200,Y9,9,reg1,Transport_sector_energy,0.0
3201,Y9,10,reg1,Transport_sector_energy,0.0
3202,Y9,11,reg1,Transport_sector_energy,0.0
3203,Y9,12,reg1,Transport_sector_energy,0.0
3204,Y9,13,reg1,Transport_sector_energy,0.0
3205,Y9,14,reg1,Transport_sector_energy,0.0
3206,Y9,15,reg1,Transport_sector_energy,0.0
3207,Y9,16,reg1,Transport_sector_energy,0.0
3208,Y9,17,reg1,Transport_sector_energy,0.0
3209,Y9,18,reg1,Transport_sector_energy,0.0
3210,Y9,19,reg1,Transport_sector_energy,0.0
3211,Y9,20,reg1,Transport_sector_energy,0.0
3212,Y9,21,reg1,Transport_sector_energy,0.0
3213,Y9,22,reg1,Transport_sector_energy,0.0
3214,Y9,23,reg1,Transport_sector_energy,0.0
3215,Y9,24,reg1,Transport_sector_energy,0.0
3216,Y10,1,reg1,Transport_sector_energy,0.0
3217,Y10,2,reg1,Transport_sector_energy,0.0
3218,Y10,3,reg1,Transport_sector_energy,0.0
3219,Y10,4,reg1,Transport_sector_energy,0.0
3220,Y10,5,reg1,Transport_sector_energy,0.0
3221,Y10,6,reg1,Transport_sector_energy,0.0
3222,Y10,7,reg1,Transport_sector_energy,0.0
3223,Y10,8,reg1,Transport_sector_energy,0.0
3224,Y10,9,reg1,Transport_sector_energy,0.0
3225,Y10,10,reg1,Transport_sector_energy,0.0
3226,Y10,11,reg1,Transport_sector_energy,0.0
3227,Y10,12,reg1,Transport_sector_energy,0.0
3228,Y10,13,reg1,Transport_sector_energy,0.0
3229,Y10,14,reg1,Transport_sector_energy,0.0
3230,Y10,15,reg1,Transport_sector_energy,0.0
3231,Y10,16,reg1,Transport_sector_energy,0.0
3232,Y10,17,reg1,Transport_sector_energy,0.0
3233,Y10,18,reg1,Transport_sector_energy,0.0
3234,Y10,19,reg1,Transport_sector_energy,0.0
3235,Y10,20,reg1,Transport_sector_energy,0.0
3236,Y10,21,reg1,Transport_sector_energy,0.0
3237,Y10,22,reg1,Transport_sector_energy,0.0
3238,Y10,23,reg1,Transport_sector_energy,0.0
3239,Y10,24,reg1,Transport_sector_energy,0.0
3240,Y11,1,reg1,Transport_sector_energy,0.0
3241,Y11,2,reg1,Transport_sector_energy,0.0
3242,Y11,3,reg1,Transport_sector_energy,0.0
3243,Y11,4,reg1,Transport_sector_energy,0.0
3244,Y11,5,reg1,Transport_sector_energy,0.0
3245,Y11,6,reg1,Transport_sector_energy,0.0
3246,Y11,7,reg1,Transport_sector_energy,0.0
3247,Y11,8,reg1,Transport_sector_energy,0.0
3248,Y11,9,reg1,Transport_sector_energy,0.0
3249,Y11,10,reg1,Transport_sector_energy,0.0
3250,Y11,11,reg1,Transport_sector_energy,0.0
3251,Y11,12,reg1,Transport_sector_energy,0.0
3252,Y11,13,reg1,Transport_sector_energy,0.0
3253,Y11,14,reg1,Transport_sector_energy,0.0
3254,Y11,15,reg1,Transport_sector_energy,0.0
3255,Y11,16,reg1,Transport_sector_energy,0.0
3256,Y11,17,reg1,Transport_sector_energy,0.0
3257,Y11,18,reg1,Transport_sector_energy,0.0
3258,Y11,19,reg1,Transport_sector_energy,0.0
3259,Y11,20,reg1,Transport_sector_energy,0.0
3260,Y11,21,reg1,Transport_sector_energy,0.0
3261,Y11,22,reg1,Transport_sector_energy,0.0
3262,Y11,23,reg1,Transport_sector_energy,0.0
3263,Y11,24,reg1,Transport_sector_energy,0.0
3264,Y12,1,reg1,Transport_sector_energy,0.0
3265,Y12,2,reg1,Transport_sector_energy,0.0
3266,Y12,3,reg1,Transport_sector_energy,0.0
3267,Y12,4,reg1,Transport_sector_energy,0.0
3268,Y12,5,reg1,Transport_sector_energy,0.0
3269,Y12,6,reg1,Transport_sector_energy,0.0
3270,Y12,7,reg1,Transport_sector_energy,0.0
3271,Y12,8,reg1,Transport_sector_energy,0.0
3272,Y12,9,reg1,Transport_sector_energy,0.0
3273,Y12,10,reg1,Transport_sector_energy,0.0
3274,Y12,11,reg1,Transport_sector_energy,0.0
3275,Y12,12,reg1,Transport_sector_energy,0.0
3276,Y12,13,reg1,Transport_sector_energy,0.0
3277,Y12,14,reg1,Transport_sector_energy,0.0
3278,Y12,15,reg1,Transport_sector_energy,0.0
3279,Y12,16,reg1,Transport_sector_energy,0.0
3280,Y12,17,reg1,Transport_sector_energy,0.0
3281,Y12,18,reg1,Transport_sector_energy,0.0
3282,Y12,19,reg1,Transport_sector_energy,0.0
3283,Y12,20,reg1,Transport_sector_energy,0.0
3284,Y12,21,reg1,Transport_sector_energy,0.0
3285,Y12,22,reg1,Transport_sector_energy,0.0
3286,Y12,23,reg1,Transport_sector_energy,0.0
3287,Y12,24,reg1,Transport_sector_energy,0.0
3288,Y13,1,reg1,Transport_sector_energy,0.0
3289,Y13,2,reg1,Transport_sector_energy,0.0
3290,Y13,3,reg1,Transport_sector_energy,0.0
3291,Y13,4,reg1,Transport_sector_energy,0.0
3292,Y13,5,reg1,Transport_sector_energy,0.0
3293,Y13,6,reg1,Transport_sector_energy,0.0
3294,Y13,7,reg1,Transport_sector_energy,0.0
3295,Y13,8,reg1,Transport_sector_energy,0.0
3296,Y13,9,reg1,Transport_sector_energy,0.0
3297,Y13,10,reg1,Transport_sector_energy,0.0
3298,Y13,11,reg1,Transport_sector_energy,0.0
3299,Y13,12,reg1,Transport_sector_energy,0.0
3300,Y13,13,reg1,Transport_sector_energy,0.0
3301,Y13,14,reg1,Transport_sector_energy,0.0
3302,Y13,15,reg1,Transport_sector_energy,0.0
3303,Y13,16,reg1,Transport_sector_energy,0.0
3304,Y13,17,reg1,Transport_sector_energy,0.0
3305,Y13,18,reg1,Transport_sector_energy,0.0
3306,Y13,19,reg1,Transport_sector_energy,0.0
3307,Y13,20,reg1,Transport_sector_energy,0.0
3308,Y13,21,reg1,Transport_sector_energy,0.0
3309,Y13,22,reg1,Transport_sector_energy,0.0
3310,Y13,23,reg1,Transport_sector_energy,0.0
3311,Y13,24,reg1,Transport_sector_energy,0.0
3312,Y14,1,reg1,Transport_sector_energy,0.0
3313,Y14,2,reg1,Transport_sector_energy,0.0
3314,Y14,3,reg1,Transport_sector_energy,0.0
3315,Y14,4,reg1,Transport_sector_energy,0.0
3316,Y14,5,reg1,Transport_sector_energy,0.0
3317,Y14,6,reg1,Transport_sector_energy,0.0
3318,Y14,7,reg1,Transport_sector_energy,0.0
3319,Y14,8,reg1,Transport_sector_energy,0.0
3320,Y14,9,reg1,Transport_sector_energy,0.0
3321,Y14,10,reg1,Transport_sector_energy,0.0
3322,Y14,11,reg1,Transport_sector_energy,0.0
3323,Y14,12,reg1,Transport_sector_energy,0.0
3324,Y14,13,reg1,Transport_sector_energy,0.0
3325,Y14,14,reg1,Transport_sector_energy,0.0
3326,Y14,15,reg1,Transport_sector_energy,0.0
3327,Y14,16,reg1,Transport_sector_energy,0.0
3328,Y14,17,reg1,Transport_sector_energy,0.0
3329,Y14,18,reg1,Transport_sector_energy,0.0
3330,Y14,19,reg1,Transport_sector_energy,0.0
3331,Y14,20,reg1,Transport_sector_energy,0.0
3332,Y14,21,reg1,Transport_sector_energy,0.0
3333,Y14,22,reg1,Transport_sector_energy,0.0
3334,Y14,23,reg1,Transport_sector_energy,0.0
3335,Y14,24,reg1,Transport_sector_energy,0.0
3336,Y15,1,reg1,Transport_sector_energy,0.0
3337,Y15,2,reg1,Transport_sector_energy,0.0
3338,Y15,3,reg1,Transport_sector_energy,0.0
3339,Y15,4,reg1,Transport_sector_energy,0.0
3340,Y15,5,reg1,Transport_sector_energy,0.0
3341,Y15,6,reg1,Transport_sector_energy,0.0
3342,Y15,7,reg1,Transport_sector_energy,0.0
3343,Y15,8,reg1,Transport_sector_energy,0.0
3344,Y15,9,reg1,Transport_sector_energy,0.0
3345,Y15,10,reg1,Transport_sector_energy,0.0
3346,Y15,11,reg1,Transport_sector_energy,0.0
3347,Y15,12,reg1,Transport_sector_energy,0.0
3348,Y15,13,reg1,Transport_sector_energy,0.0
3349,Y15,14,reg1,Transport_sector_energy,0.0
3350,Y15,15,reg1,Transport_sector_energy,0.0
3351,Y15,16,reg1,Transport_sector_energy,0.0
3352,Y15,17,reg1,Transport_sector_energy,0.0
3353,Y15,18,reg1,Transport_sector_energy,0.0
3354,Y15,19,reg1,Transport_sector_energy,0.0
3355,Y15,20,reg1,Transport_sector_energy,0.0
3356,Y15,21,reg1,Transport_sector_energy,0.0
3357,Y15,22,reg1,Transport_sector_energy,0.0
3358,Y15,23,reg1,Transport_sector_energy,0.0
3359,Y15,24,reg1,Transport_sector_energy,0.0
3360,Y16,1,reg1,Transport_sector_energy,0.0
3361,Y16,2,reg1,Transport_sector_energy,0.0
3362,Y16,3,reg1,Transport_sector_energy,0.0
3363,Y16,4,reg1,Transport_sector_energy,0.0
3364,Y16,5,reg1,Transport_sector_energy,0.0
3365,Y16,6,reg1,Transport_sector_energy,0.0
3366,Y16,7,reg1,Transport_sector_energy,0.0
3367,Y16,8,reg1,Transport_sector_energy,0.0
3368,Y16,9,reg1,Transport_sector_energy,0.0
3369,Y16,10,reg1,Transport_sector_energy,0.0
3370,Y16,11,reg1,Transport_sector_energy,0.0
3371,Y16,12,reg1,Transport_sector_energy,0.0
3372,Y16,13,reg1,Transport_sector_energy,0.0
3373,Y16,14,reg1,Transport_sector_energy,0.0
3374,Y16,15,reg1,Transport_sector_energy,0.0
3375,Y16,16,reg1,Transport_sector_energy,0.0
3376,Y16,17,reg1,Transport_sector_energy,0.0
3377,Y16,18,reg1,Transport_sector_energy,0.0
3378,Y16,19,reg1,Transport_sector_energy,0.0
3379,Y16,20,reg1,Transport_sector_energy,0.0
3380,Y16,21,reg1,Transport_sector_energy,0.0
3381,Y16,22,reg1,Transport_sector_energy,0.0
3382,Y16,23,reg1,Transport_sector_energy,0.0
3383,Y16,24,reg1,Transport_sector_energy,0.0
3384,Y17,1,reg1,Transport_sector_energy,0.0
3385,Y17,2,reg1,Transport_sector_energy,0.0
3386,Y17,3,reg1,Transport_sector_energy,0.0
3387,Y17,4,reg1,Transport_sector_energy,0.0
3388,Y17,5,reg1,Transport_sector_energy,0.0
3389,Y17,6,reg1,Transport_sector_energy,0.0
3390,Y17,7,reg1,Transport_sector_energy,0.0
3391,Y17,8,reg1,Transport_sector_energy,0.0
3392,Y17,9,reg1,Transport_sector_energy,0.0
3393,Y17,10,reg1,Transport_sector_energy,0.0
3394,Y17,11,reg1,Transport_sector_energy,0.0
3395,Y17,12,reg1,Transport_sector_energy,0.0
3396,Y17,13,reg1,Transport_sector_energy,0.0
3397,Y17,14,reg1,Transport_sector_energy,0.0
3398,Y17,15,reg1,Transport_sector_energy,0.0
3399,Y17,16,reg1,Transport_sector_energy,0.0
3400,Y17,17,reg1,Transport_sector_energy,0.0
3401,Y17,18,reg1,Transport_sector_energy,0.0
3402,Y17,19,reg1,Transport_sector_energy,0.0
3403,Y17,20,reg1,Transport_sector_energy,0.0
3404,Y17,21,reg1,Transport_sector_energy,0.0
3405,Y17,22,reg1,Transport_sector_energy,0.0
3406,Y17,23,reg1,Transport_sector_energy,0.0
3407,Y17,24,reg1,Transport_sector_energy,0.0
3408,Y18,1,reg1,Transport_sector_energy,0.0
3409,Y18,2,reg1,Transport_sector_energy,0.0
3410,Y18,3,reg1,Transport_sector_energy,0.0
3411,Y18,4,reg1,Transport_sector_energy,0.0
3412,Y18,5,reg1,Transport_sector_energy,0.0
3413,Y18,6,reg1,Transport_sector_energy,0.0
3414,Y18,7,reg1,Transport_sector_energy,0.0
3415,Y18,8,reg1,Transport_sector_energy,0.0
3416,Y18,9,reg1,Transport_sector_energy,0.0
3417,Y18,10,reg1,Transport_sector_energy,0.0
3418,Y18,11,reg1,Transport_sector_energy,0.0
3419,Y18,12,reg1,Transport_sector_energy,0.0
3420,Y18,13,reg1,Transport_sector_energy,0.0
3421,Y18,14,reg1,Transport_sector_energy,0.0
3422,Y18,15,reg1,Transport_sector_energy,0.0
3423,Y18,16,reg1,Transport_sector_energy,0.0
3424,Y18,17,reg1,Transport_sector_energy,0.0
3425,Y18,18,reg1,Transport_sector_energy,0.0
3426,Y18,19,reg1,Transport_sector_energy,0.0
3427,Y18,20,reg1,Transport_sector_energy,0.0
3428,Y18,21,reg1,Transport_sector_energy,0.0
3429,Y18,22,reg1,Transport_sector_energy,0.0
3430,Y18,23,reg1,Transport_sector_energy,0.0
3431,Y18,24,reg1,Transport_sector_energy,0.0
3432,Y19,1,reg1,Transport_sector_energy,0.0
3433,Y19,2,reg1,Transport_sector_energy,0.0
3434,Y19,3,reg1,Transport_sector_energy,0.0
3435,Y19,4,reg1,Transport_sector_energy,0.0
3436,Y19,5,reg1,Transport_sector_energy,0.0
3437,Y19,6,reg1,Transport_sector_energy,0.0
3438,Y19,7,reg1,Transport_sector_energy,0.0
3439,Y19,8,reg1,Transport_sector_energy,0.0
3440,Y19,9,reg1,Transport_sector_energy,0.0
3441,Y19,10,reg1,Transport_sector_energy,0.0
3442,Y19,11,reg1,Transport_sector_energy,0.0
3443,Y19,12,reg1,Transport_sector_energy,0.0
3444,Y19,13,reg1,Transport_sector_energy,0.0
3445,Y19,14,reg1,Transport_sector_energy,0.0
3446,Y19,15,reg1,Transport_sector_energy,0.0
3447,Y19,16,reg1,Transport_sector_energy,0.0
3448,Y19,17,reg1,Transport_sector_energy,0.0
3449,Y19,18,reg1,Transport_sector_energy,0.0
3450,Y19,19,reg1,Transport_sector_energy,0.0
3451,Y19,20,reg1,Transport_sector_energy,0.0
3452,Y19,21,reg1,Transport_sector_energy,0.0
3453,Y19,22,reg1,Transport_sector_energy,0.0
3454,Y19,23,reg1,Transport_sector_energy,0.0
3455,Y19,24,reg1,Transport_sector_energy,0.0
3456,Y20,1,reg1,Transport_sector_energy,0.0
3457,Y20,2,reg1,Transport_sector_energy,0.0
3458,Y20,3,reg1,Transport_sector_energy,0.0
3459,Y20,4,reg1,Transport_sector_energy,0.0
3460,Y20,5,reg1,Transport_sector_energy,0.0
3461,Y20,6,reg1,Transport_sector_energy,0.0
3462,Y20,7,reg1,Transport_sector_energy,0.0
3463,Y20,8,reg1,Transport_sector_energy,0.0
3464,Y20,9,reg1,Transport_sector_energy,0.0
3465,Y20,10,reg1,Transport_sector_energy,0.0
3466,Y20,11,reg1,Transport_sector_energy,0.0
3467,Y20,12,reg1,Transport_sector_energy,0.0
3468,Y20,13,reg1,Transport_sector_energy,0.0
3469,Y20,14,reg1,Transport_sector_energy,0.0
3470,Y20,15,reg1,Transport_sector_energy,0.0
3471,Y20,16,reg1,Transport_sector_energy,0.0
3472,Y20,17,reg1,Transport_sector_energy,0.0
3473,Y20,18,reg1,Transport_sector_energy,0.0
3474,Y20,19,reg1,Transport_sector_energy,0.0
3475,Y20,20,reg1,Transport_sector_energy,0.0
3476,Y20,21,reg1,Transport_sector_energy,0.0
3477,Y20,22,reg1,Transport_sector_energy,0.0
3478,Y20,23,reg1,Transport_sector_energy,0.0
3479,Y20,24,reg1,Transport_sector_energy,0.0
3480,Y21,1,reg1,Transport_sector_energy,0.0
3481,Y21,2,reg1,Transport_sector_energy,0.0
3482,Y21,3,reg1,Transport_sector_energy,0.0
3483,Y21,4,reg1,Transport_sector_energy,0.0
3484,Y21,5,reg1,Transport_sector_energy,0.0
3485,Y21,6,reg1,Transport_sector_energy,0.0
3486,Y21,7,reg1,Transport_sector_energy,0.0
3487,Y21,8,reg1,Transport_sector_energy,0.0
3488,Y21,9,reg1,Transport_sector_energy,0.0
3489,Y21,10,reg1,Transport_sector_energy,0.0
3490,Y21,11,reg1,Transport_sector_energy,0.0
3491,Y21,12,reg1,Transport_sector_energy,0.0
3492,Y21,13,reg1,Transport_sector_energy,0.0
3493,Y21,14,reg1,Transport_sector_energy,0.0
3494,Y21,15,reg1,Transport_sector_energy,0.0
3495,Y21,16,reg1,Transport_sector_energy,0.0
3496,Y21,17,reg1,Transport_sector_energy,0.0
3497,Y21,18,reg1,Transport_sector_energy,0.0
3498,Y21,19,reg1,Transport_sector_energy,0.0
3499,Y21,20,reg1,Transport_sector_energy,0.0
3500,Y21,21,reg1,Transport_sector_energy,0.0
3501,Y21,22,reg1,Transport_sector_energy,0.0
3502,Y21,23,reg1,Transport_sector_energy,0.0
3503,Y21,24,reg1,Transport_sector_energy,0.0
3504,Y22,1,reg1,Transport_sector_energy,0.0
3505,Y22,2,reg1,Transport_sector_energy,0.0
3506,Y22,3,reg1,Transport_sector_energy,0.0
3507,Y22,4,reg1,Transport_sector_energy,0.0
3508,Y22,5,reg1,Transport_sector_energy,0.0
3509,Y22,6,reg1,Transport_sector_energy,0.0
3510,Y22,7,reg1,Transport_sector_energy,0.0
3511,Y22,8,reg1,Transport_sector_energy,0.0
3512,Y22,9,reg1,Transport_sector_energy,0.0
3513,Y22,10,reg1,Transport_sector_energy,0.0
3514,Y22,11,reg1,Transport_sector_energy,0.0
3515,Y22,12,reg1,Transport_sector_energy,0.0
3516,Y22,13,reg1,Transport_sector_energy,0.0
3517,Y22,14,reg1,Transport_sector_energy,0.0
3518,Y22,15,reg1,Transport_sector_energy,0.0
3519,Y22,16,reg1,Transport_sector_energy,0.0
3520,Y22,17,reg1,Transport_sector_energy,0.0
3521,Y22,18,reg1,Transport_sector_energy,0.0
3522,Y22,19,reg1,Transport_sector_energy,0.0
3523,Y22,20,reg1,Transport_sector_energy,0.0
3524,Y22,21,reg1,Transport_sector_energy,0.0
3525,Y22,22,reg1,Transport_sector_energy,0.0
3526,Y22,23,reg1,Transport_sector_energy,0.0
3527,Y22,24,reg1,Transport_sector_energy,0.0
3528,Y23,1,reg1,Transport_sector_energy,0.0
3529,Y23,2,reg1,Transport_sector_energy,0.0
3530,Y23,3,reg1,Transport_sector_energy,0.0
3531,Y23,4,reg1,Transport_sector_energy,0.0
3532,Y23,5,reg1,Transport_sector_energy,0.0
3533,Y23,6,reg1,Transport_sector_energy,0.0
3534,Y23,7,reg1,Transport_sector_energy,0.0
3535,Y23,8,reg1,Transport_sector_energy,0.0
3536,Y23,9,reg1,Transport_sector_energy,0.0
3537,Y23,10,reg1,Transport_sector_energy,0.0
3538,Y23,11,reg1,Transport_sector_energy,0.0
3539,Y23,12,reg1,Transport_sector_energy,0.0
3540,Y23,13,reg1,Transport_sector_energy,0.0
3541,Y23,14,reg1,Transport_sector_energy,0.0
3542,Y23,15,reg1,Transport_sector_energy,0.0
3543,Y23,16,reg1,Transport_sector_energy,0.0
3544,Y23,17,reg1,Transport_sector_energy,0.0
