,Year,Timesteps,Region,Technology,Carrier,Value
133,2030,14,reg1,Pump_hydro_ST,Electricity,0.0
134,2030,15,reg1,Pump_hydro_ST,Electricity,0.0
135,2030,16,reg1,Pump_hydro_ST,Electricity,0.0
136,2030,17,reg1,Pump_hydro_ST,Electricity,0.0
137,2030,18,reg1,Pump_hydro_ST,Electricity,0.0
138,2030,19,reg1,Pump_hydro_ST,Electricity,0.0
139,2030,20,reg1,Pump_hydro_ST,Electricity,0.0
140,2030,21,reg1,Pump_hydro_ST,Electricity,0.0
141,2030,22,reg1,Pump_hydro_ST,Electricity,0.0
142,2030,23,reg1,Pump_hydro_ST,Electricity,0.0
143,2030,24,reg1,Pump_hydro_ST,Electricity,0.0
144,2031,1,reg1,Pump_hydro_ST,Electricity,0.0
145,2031,2,reg1,Pump_hydro_ST,Electricity,0.0
146,2031,3,reg1,Pump_hydro_ST,Electricity,0.0
147,2031,4,reg1,Pump_hydro_ST,Electricity,2369.7625
148,2031,5,reg1,Pump_hydro_ST,Electricity,2369.7625
149,2031,6,reg1,Pump_hydro_ST,Electricity,2369.7625
150,2031,7,reg1,Pump_hydro_ST,Electricity,2369.7625
151,2031,8,reg1,Pump_hydro_ST,Electricity,2369.7625
152,2031,9,reg1,Pump_hydro_ST,Electricity,1989.4209242118145
153,2031,10,reg1,Pump_hydro_ST,Electricity,0.0
154,2031,11,reg1,Pump_hydro_ST,Electricity,0.0
155,2031,12,reg1,Pump_hydro_ST,Electricity,0.0
156,2031,13,reg1,Pump_hydro_ST,Electricity,0.0
157,2031,14,reg1,Pump_hydro_ST,Electricity,0.0
158,2031,15,reg1,Pump_hydro_ST,Electricity,0.0
159,2031,16,reg1,Pump_hydro_ST,Electricity,0.0
160,2031,17,reg1,Pump_hydro_ST,Electricity,0.0
161,2031,18,reg1,Pump_hydro_ST,Electricity,0.0
162,2031,19,reg1,Pump_hydro_ST,Electricity,0.0
163,2031,20,reg1,Pump_hydro_ST,Electricity,0.0
164,2031,21,reg1,Pump_hydro_ST,Electricity,0.0
165,2031,22,reg1,Pump_hydro_ST,Electricity,0.0
166,2031,23,reg1,Pump_hydro_ST,Electricity,0.0
167,2031,24,reg1,Pump_hydro_ST,Electricity,0.0
168,2032,1,reg1,Pump_hydro_ST,Electricity,0.0
169,2032,2,reg1,Pump_hydro_ST,Electricity,0.0
170,2032,3,reg1,Pump_hydro_ST,Electricity,508.6111968705019
171,2032,4,reg1,Pump_hydro_ST,Electricity,2369.7624999999994
172,2032,5,reg1,Pump_hydro_ST,Electricity,2369.7624999999994
173,2032,6,reg1,Pump_hydro_ST,Electricity,2369.7624999999994
174,2032,7,reg1,Pump_hydro_ST,Electricity,2369.7624999999994
175,2032,8,reg1,Pump_hydro_ST,Electricity,2369.7624999999994
176,2032,9,reg1,Pump_hydro_ST,Electricity,2369.7624999999994
177,2032,10,reg1,Pump_hydro_ST,Electricity,0.0
178,2032,11,reg1,Pump_hydro_ST,Electricity,0.0
179,2032,12,reg1,Pump_hydro_ST,Electricity,0.0
180,2032,13,reg1,Pump_hydro_ST,Electricity,0.0
181,2032,14,reg1,Pump_hydro_ST,Electricity,0.0
182,2032,15,reg1,Pump_hydro_ST,Electricity,0.0
183,2032,16,reg1,Pump_hydro_ST,Electricity,0.0
184,2032,17,reg1,Pump_hydro_ST,Electricity,0.0
185,2032,18,reg1,Pump_hydro_ST,Electricity,0.0
186,2032,19,reg1,Pump_hydro_ST,Electricity,0.0
187,2032,20,reg1,Pump_hydro_ST,Electricity,0.0
188,2032,21,reg1,Pump_hydro_ST,Electricity,0.0
189,2032,22,reg1,Pump_hydro_ST,Electricity,0.0
190,2032,23,reg1,Pump_hydro_ST,Electricity,0.0
191,2032,24,reg1,Pump_hydro_ST,Electricity,0.0
192,2033,1,reg1,Pump_hydro_ST,Electricity,0.0
193,2033,2,reg1,Pump_hydro_ST,Electricity,0.0
194,2033,3,reg1,Pump_hydro_ST,Electricity,1252.8588659462273
195,2033,4,reg1,Pump_hydro_ST,Electricity,2369.762499999999
196,2033,5,reg1,Pump_hydro_ST,Electricity,2369.762499999999
197,2033,6,reg1,Pump_hydro_ST,Electricity,2369.762499999999
198,2033,7,reg1,Pump_hydro_ST,Electricity,2369.762499999999
199,2033,8,reg1,Pump_hydro_ST,Electricity,2369.762499999999
200,2033,9,reg1,Pump_hydro_ST,Electricity,2369.762499999999
201,2033,10,reg1,Pump_hydro_ST,Electricity,0.0
202,2033,11,reg1,Pump_hydro_ST,Electricity,0.0
203,2033,12,reg1,Pump_hydro_ST,Electricity,0.0
204,2033,13,reg1,Pump_hydro_ST,Electricity,0.0
205,2033,14,reg1,Pump_hydro_ST,Electricity,0.0
206,2033,15,reg1,Pump_hydro_ST,Electricity,0.0
207,2033,16,reg1,Pump_hydro_ST,Electricity,0.0
208,2033,17,reg1,Pump_hydro_ST,Electricity,0.0
209,2033,18,reg1,Pump_hydro_ST,Electricity,0.0
210,2033,19,reg1,Pump_hydro_ST,Electricity,0.0
211,2033,20,reg1,Pump_hydro_ST,Electricity,0.0
212,2033,21,reg1,Pump_hydro_ST,Electricity,0.0
213,2033,22,reg1,Pump_hydro_ST,Electricity,0.0
214,2033,23,reg1,Pump_hydro_ST,Electricity,0.0
215,2033,24,reg1,Pump_hydro_ST,Electricity,0.0
216,2034,1,reg1,Pump_hydro_ST,Electricity,0.0
217,2034,2,reg1,Pump_hydro_ST,Electricity,0.0
218,2034,3,reg1,Pump_hydro_ST,Electricity,2002.0455197701956
219,2034,4,reg1,Pump_hydro_ST,Electricity,2369.762499999999
220,2034,5,reg1,Pump_hydro_ST,Electricity,2369.762499999999
221,2034,6,reg1,Pump_hydro_ST,Electricity,2369.762499999999
222,2034,7,reg1,Pump_hydro_ST,Electricity,2369.762499999999
