,Datetime,Region,Technology,Tech category,Value
41,2030,reg1,SFF_supply,Supply,10000000000.0
42,2031,reg1,SFF_supply,Supply,10000000000.0
43,2032,reg1,SFF_supply,Supply,10000000000.0
44,2033,reg1,SFF_supply,Supply,10000000000.0
45,2034,reg1,SFF_supply,Supply,10000000000.0
46,2035,reg1,SFF_supply,Supply,10000000000.0
47,2036,reg1,SFF_supply,Supply,10000000000.0
48,2037,reg1,SFF_supply,Supply,10000000000.0
49,2038,reg1,SFF_supply,Supply,10000000000.0
50,2039,reg1,SFF_supply,Supply,10000000000.0
51,2040,reg1,SFF_supply,Supply,10000000000.0
52,2041,reg1,SFF_supply,Supply,10000000000.0
53,2042,reg1,SFF_supply,Supply,10000000000.0
54,2043,reg1,SFF_supply,Supply,10000000000.0
55,2044,reg1,SFF_supply,Supply,10000000000.0
56,2045,reg1,SFF_supply,Supply,10000000000.0
57,2046,reg1,SFF_supply,Supply,10000000000.0
58,2047,reg1,SFF_supply,Supply,10000000000.0
59,2048,reg1,SFF_supply,Supply,10000000000.0
60,2049,reg1,SFF_supply,Supply,10000000000.0
61,2050,reg1,SFF_supply,Supply,10000000000.0
62,2051,reg1,SFF_supply,Supply,10000000000.0
63,2052,reg1,SFF_supply,Supply,10000000000.0
64,2053,reg1,SFF_supply,Supply,10000000000.0
65,2054,reg1,SFF_supply,Supply,10000000000.0
66,2055,reg1,SFF_supply,Supply,10000000000.0
67,2056,reg1,SFF_supply,Supply,10000000000.0
68,2057,reg1,SFF_supply,Supply,10000000000.0
69,2058,reg1,SFF_supply,Supply,10000000000.0
70,2059,reg1,SFF_supply,Supply,10000000000.0
71,2060,reg1,SFF_supply,Supply,10000000000.0
72,2025,reg1,OP_supply,Supply,10000000000.0
73,2026,reg1,OP_supply,Supply,10000000000.0
74,2027,reg1,OP_supply,Supply,10000000000.0
75,2028,reg1,OP_supply,Supply,10000000000.0
76,2029,reg1,OP_supply,Supply,10000000000.0
77,2030,reg1,OP_supply,Supply,10000000000.0
78,2031,reg1,OP_supply,Supply,10000000000.0
79,2032,reg1,OP_supply,Supply,10000000000.0
80,2033,reg1,OP_supply,Supply,10000000000.0
81,2034,reg1,OP_supply,Supply,10000000000.0
82,2035,reg1,OP_supply,Supply,10000000000.0
83,2036,reg1,OP_supply,Supply,10000000000.0
84,2037,reg1,OP_supply,Supply,10000000000.0
85,2038,reg1,OP_supply,Supply,10000000000.0
86,2039,reg1,OP_supply,Supply,10000000000.0
87,2040,reg1,OP_supply,Supply,10000000000.0
88,2041,reg1,OP_supply,Supply,10000000000.0
89,2042,reg1,OP_supply,Supply,10000000000.0
90,2043,reg1,OP_supply,Supply,10000000000.0
91,2044,reg1,OP_supply,Supply,10000000000.0
92,2045,reg1,OP_supply,Supply,10000000000.0
93,2046,reg1,OP_supply,Supply,10000000000.0
94,2047,reg1,OP_supply,Supply,10000000000.0
95,2048,reg1,OP_supply,Supply,10000000000.0
96,2049,reg1,OP_supply,Supply,10000000000.0
97,2050,reg1,OP_supply,Supply,10000000000.0
98,2051,reg1,OP_supply,Supply,10000000000.0
99,2052,reg1,OP_supply,Supply,10000000000.0
100,2053,reg1,OP_supply,Supply,10000000000.0
101,2054,reg1,OP_supply,Supply,10000000000.0
102,2055,reg1,OP_supply,Supply,10000000000.0
103,2056,reg1,OP_supply,Supply,10000000000.0
104,2057,reg1,OP_supply,Supply,10000000000.0
105,2058,reg1,OP_supply,Supply,10000000000.0
106,2059,reg1,OP_supply,Supply,10000000000.0
107,2060,reg1,OP_supply,Supply,10000000000.0
108,2025,reg1,BW_supply,Supply,10000000000.0
109,2026,reg1,BW_supply,Supply,10000000000.0
110,2027,reg1,BW_supply,Supply,10000000000.0
111,2028,reg1,BW_supply,Supply,10000000000.0
112,2029,reg1,BW_supply,Supply,10000000000.0
113,2030,reg1,BW_supply,Supply,10000000000.0
114,2031,reg1,BW_supply,Supply,10000000000.0
115,2032,reg1,BW_supply,Supply,10000000000.0
116,2033,reg1,BW_supply,Supply,10000000000.0
117,2034,reg1,BW_supply,Supply,10000000000.0
118,2035,reg1,BW_supply,Supply,10000000000.0
119,2036,reg1,BW_supply,Supply,10000000000.0
120,2037,reg1,BW_supply,Supply,10000000000.0
121,2038,reg1,BW_supply,Supply,10000000000.0
122,2039,reg1,BW_supply,Supply,10000000000.0
123,2040,reg1,BW_supply,Supply,10000000000.0
124,2041,reg1,BW_supply,Supply,10000000000.0
125,2042,reg1,BW_supply,Supply,10000000000.0
126,2043,reg1,BW_supply,Supply,10000000000.0
127,2044,reg1,BW_supply,Supply,10000000000.0
128,2045,reg1,BW_supply,Supply,10000000000.0
129,2046,reg1,BW_supply,Supply,10000000000.0
130,2047,reg1,BW_supply,Supply,10000000000.0
131,2048,reg1,BW_supply,Supply,10000000000.0
132,2049,reg1,BW_supply,Supply,10000000000.0
133,2050,reg1,BW_supply,Supply,10000000000.0
134,2051,reg1,BW_supply,Supply,10000000000.0
135,2052,reg1,BW_supply,Supply,10000000000.0
136,2053,reg1,BW_supply,Supply,10000000000.0
137,2054,reg1,BW_supply,Supply,10000000000.0
138,2055,reg1,BW_supply,Supply,10000000000.0
139,2056,reg1,BW_supply,Supply,10000000000.0
140,2057,reg1,BW_supply,Supply,10000000000.0
141,2058,reg1,BW_supply,Supply,10000000000.0
142,2059,reg1,BW_supply,Supply,10000000000.0
143,2060,reg1,BW_supply,Supply,10000000000.0
144,2025,reg1,BIO_supply,Supply,10000000000.0
145,2026,reg1,BIO_supply,Supply,10000000000.0
146,2027,reg1,BIO_supply,Supply,10000000000.0
147,2028,reg1,BIO_supply,Supply,10000000000.0
148,2029,reg1,BIO_supply,Supply,10000000000.0
149,2030,reg1,BIO_supply,Supply,10000000000.0
150,2031,reg1,BIO_supply,Supply,10000000000.0
151,2032,reg1,BIO_supply,Supply,10000000000.0
152,2033,reg1,BIO_supply,Supply,10000000000.0
153,2034,reg1,BIO_supply,Supply,10000000000.0
154,2035,reg1,BIO_supply,Supply,10000000000.0
155,2036,reg1,BIO_supply,Supply,10000000000.0
156,2037,reg1,BIO_supply,Supply,10000000000.0
157,2038,reg1,BIO_supply,Supply,10000000000.0
158,2039,reg1,BIO_supply,Supply,10000000000.0
159,2040,reg1,BIO_supply,Supply,10000000000.0
160,2041,reg1,BIO_supply,Supply,10000000000.0
161,2042,reg1,BIO_supply,Supply,10000000000.0
162,2043,reg1,BIO_supply,Supply,10000000000.0
163,2044,reg1,BIO_supply,Supply,10000000000.0
164,2045,reg1,BIO_supply,Supply,10000000000.0
165,2046,reg1,BIO_supply,Supply,10000000000.0
166,2047,reg1,BIO_supply,Supply,10000000000.0
167,2048,reg1,BIO_supply,Supply,10000000000.0
168,2049,reg1,BIO_supply,Supply,10000000000.0
169,2050,reg1,BIO_supply,Supply,10000000000.0
170,2051,reg1,BIO_supply,Supply,10000000000.0
171,2052,reg1,BIO_supply,Supply,10000000000.0
172,2053,reg1,BIO_supply,Supply,10000000000.0
173,2054,reg1,BIO_supply,Supply,10000000000.0
174,2055,reg1,BIO_supply,Supply,10000000000.0
175,2056,reg1,BIO_supply,Supply,10000000000.0
176,2057,reg1,BIO_supply,Supply,10000000000.0
177,2058,reg1,BIO_supply,Supply,10000000000.0
178,2059,reg1,BIO_supply,Supply,10000000000.0
179,2060,reg1,BIO_supply,Supply,10000000000.0
180,2025,reg1,Biogas_supply,Supply,10000000000.0
181,2026,reg1,Biogas_supply,Supply,10000000000.0
182,2027,reg1,Biogas_supply,Supply,10000000000.0
183,2028,reg1,Biogas_supply,Supply,10000000000.0
184,2029,reg1,Biogas_supply,Supply,10000000000.0
185,2030,reg1,Biogas_supply,Supply,10000000000.0
186,2031,reg1,Biogas_supply,Supply,10000000000.0
187,2032,reg1,Biogas_supply,Supply,10000000000.0
188,2033,reg1,Biogas_supply,Supply,10000000000.0
189,2034,reg1,Biogas_supply,Supply,10000000000.0
190,2035,reg1,Biogas_supply,Supply,10000000000.0
191,2036,reg1,Biogas_supply,Supply,10000000000.0
192,2037,reg1,Biogas_supply,Supply,10000000000.0
193,2038,reg1,Biogas_supply,Supply,10000000000.0
194,2039,reg1,Biogas_supply,Supply,10000000000.0
195,2040,reg1,Biogas_supply,Supply,10000000000.0
196,2041,reg1,Biogas_supply,Supply,10000000000.0
197,2042,reg1,Biogas_supply,Supply,10000000000.0
198,2043,reg1,Biogas_supply,Supply,10000000000.0
199,2044,reg1,Biogas_supply,Supply,10000000000.0
200,2045,reg1,Biogas_supply,Supply,10000000000.0
201,2046,reg1,Biogas_supply,Supply,10000000000.0
202,2047,reg1,Biogas_supply,Supply,10000000000.0
203,2048,reg1,Biogas_supply,Supply,10000000000.0
204,2049,reg1,Biogas_supply,Supply,10000000000.0
205,2050,reg1,Biogas_supply,Supply,10000000000.0
206,2051,reg1,Biogas_supply,Supply,10000000000.0
207,2052,reg1,Biogas_supply,Supply,10000000000.0
208,2053,reg1,Biogas_supply,Supply,10000000000.0
209,2054,reg1,Biogas_supply,Supply,10000000000.0
210,2055,reg1,Biogas_supply,Supply,10000000000.0
211,2056,reg1,Biogas_supply,Supply,10000000000.0
212,2057,reg1,Biogas_supply,Supply,10000000000.0
213,2058,reg1,Biogas_supply,Supply,10000000000.0
214,2059,reg1,Biogas_supply,Supply,10000000000.0
215,2060,reg1,Biogas_supply,Supply,10000000000.0
216,2025,reg1,Waste_supply,Supply,10000000000.0
217,2026,reg1,Waste_supply,Supply,10000000000.0
218,2027,reg1,Waste_supply,Supply,10000000000.0
219,2028,reg1,Waste_supply,Supply,10000000000.0
220,2029,reg1,Waste_supply,Supply,10000000000.0
221,2030,reg1,Waste_supply,Supply,10000000000.0
222,2031,reg1,Waste_supply,Supply,10000000000.0
223,2032,reg1,Waste_supply,Supply,10000000000.0
224,2033,reg1,Waste_supply,Supply,10000000000.0
225,2034,reg1,Waste_supply,Supply,10000000000.0
226,2035,reg1,Waste_supply,Supply,10000000000.0
227,2036,reg1,Waste_supply,Supply,10000000000.0
228,2037,reg1,Waste_supply,Supply,10000000000.0
229,2038,reg1,Waste_supply,Supply,10000000000.0
230,2039,reg1,Waste_supply,Supply,10000000000.0
231,2040,reg1,Waste_supply,Supply,10000000000.0
232,2041,reg1,Waste_supply,Supply,10000000000.0
233,2042,reg1,Waste_supply,Supply,10000000000.0
234,2043,reg1,Waste_supply,Supply,10000000000.0
235,2044,reg1,Waste_supply,Supply,10000000000.0
236,2045,reg1,Waste_supply,Supply,10000000000.0
237,2046,reg1,Waste_supply,Supply,10000000000.0
238,2047,reg1,Waste_supply,Supply,10000000000.0
239,2048,reg1,Waste_supply,Supply,10000000000.0
240,2049,reg1,Waste_supply,Supply,10000000000.0
241,2050,reg1,Waste_supply,Supply,10000000000.0
242,2051,reg1,Waste_supply,Supply,10000000000.0
243,2052,reg1,Waste_supply,Supply,10000000000.0
244,2053,reg1,Waste_supply,Supply,10000000000.0
245,2054,reg1,Waste_supply,Supply,10000000000.0
246,2055,reg1,Waste_supply,Supply,10000000000.0
247,2056,reg1,Waste_supply,Supply,10000000000.0
248,2057,reg1,Waste_supply,Supply,10000000000.0
249,2058,reg1,Waste_supply,Supply,10000000000.0
250,2059,reg1,Waste_supply,Supply,10000000000.0
251,2060,reg1,Waste_supply,Supply,10000000000.0
252,2025,reg1,Geo_PP,Supply,0.720347
253,2026,reg1,Geo_PP,Supply,0.720347
254,2027,reg1,Geo_PP,Supply,0.720347
255,2028,reg1,Geo_PP,Supply,0.7203466666666667
256,2029,reg1,Geo_PP,Supply,0.7203466666666667
257,2030,reg1,Geo_PP,Supply,0.7203466666666667
258,2031,reg1,Geo_PP,Supply,0.7203466666666667
259,2032,reg1,Geo_PP,Supply,0.7203466666666667
260,2033,reg1,Geo_PP,Supply,0.7203466666666667
261,2034,reg1,Geo_PP,Supply,0.7203466666666667
262,2035,reg1,Geo_PP,Supply,0.7203466666666667
263,2036,reg1,Geo_PP,Supply,0.7203466666666667
264,2037,reg1,Geo_PP,Supply,0.7203466666666667
265,2038,reg1,Geo_PP,Supply,0.7203466666666667
266,2039,reg1,Geo_PP,Supply,0.7203466666666667
267,2040,reg1,Geo_PP,Supply,0.7203466666666667
268,2041,reg1,Geo_PP,Supply,0.7203466666666667
269,2042,reg1,Geo_PP,Supply,0.7203466666666667
270,2043,reg1,Geo_PP,Supply,0.7203466666666667
271,2044,reg1,Geo_PP,Supply,0.7203466666666667
272,2045,reg1,Geo_PP,Supply,0.7203466666666667
273,2046,reg1,Geo_PP,Supply,0.7203466666666667
274,2047,reg1,Geo_PP,Supply,0.7203466666666667
275,2048,reg1,Geo_PP,Supply,0.7203466666666667
276,2049,reg1,Geo_PP,Supply,0.7203466666666667
277,2050,reg1,Geo_PP,Supply,0.7203466666666667
278,2051,reg1,Geo_PP,Supply,0.7203466666666667
279,2052,reg1,Geo_PP,Supply,0.7203466666666667
280,2053,reg1,Geo_PP,Supply,0.7203466666666667
281,2054,reg1,Geo_PP,Supply,0.8203466666666667
282,2055,reg1,Geo_PP,Supply,0.8746963333333337
283,2056,reg1,Geo_PP,Supply,0.8746963333333337
284,2057,reg1,Geo_PP,Supply,0.8746963333333337
285,2058,reg1,Geo_PP,Supply,0.823246666666667
286,2059,reg1,Geo_PP,Supply,0.771796666666667
287,2060,reg1,Geo_PP,Supply,0.720346666666667
288,2025,reg1,Solar_PV_PP,Supply,43.0
289,2026,reg1,Solar_PV_PP,Supply,51.26
290,2027,reg1,Solar_PV_PP,Supply,59.519999999999996
291,2028,reg1,Solar_PV_PP,Supply,67.78
292,2029,reg1,Solar_PV_PP,Supply,76.03999999999999
293,2030,reg1,Solar_PV_PP,Supply,84.3
294,2031,reg1,Solar_PV_PP,Supply,92.56
295,2032,reg1,Solar_PV_PP,Supply,100.82000000000001
296,2033,reg1,Solar_PV_PP,Supply,109.08
297,2034,reg1,Solar_PV_PP,Supply,117.33999999999999
298,2035,reg1,Solar_PV_PP,Supply,125.6
299,2036,reg1,Solar_PV_PP,Supply,133.86
300,2037,reg1,Solar_PV_PP,Supply,142.12
301,2038,reg1,Solar_PV_PP,Supply,150.38
302,2039,reg1,Solar_PV_PP,Supply,158.64000000000001
303,2040,reg1,Solar_PV_PP,Supply,166.89999999999998
304,2041,reg1,Solar_PV_PP,Supply,175.16
305,2042,reg1,Solar_PV_PP,Supply,183.42000000000002
306,2043,reg1,Solar_PV_PP,Supply,191.67999999999998
307,2044,reg1,Solar_PV_PP,Supply,199.94
308,2045,reg1,Solar_PV_PP,Supply,208.2
309,2046,reg1,Solar_PV_PP,Supply,216.45999999999998
310,2047,reg1,Solar_PV_PP,Supply,224.72
311,2048,reg1,Solar_PV_PP,Supply,232.98
312,2049,reg1,Solar_PV_PP,Supply,241.23999999999998
313,2050,reg1,Solar_PV_PP,Supply,249.5
314,2051,reg1,Solar_PV_PP,Supply,237.95999999999998
315,2052,reg1,Solar_PV_PP,Supply,227.7
316,2053,reg1,Solar_PV_PP,Supply,217.8
317,2054,reg1,Solar_PV_PP,Supply,207.9
318,2055,reg1,Solar_PV_PP,Supply,198.0
319,2056,reg1,Solar_PV_PP,Supply,188.1
320,2057,reg1,Solar_PV_PP,Supply,178.2
321,2058,reg1,Solar_PV_PP,Supply,168.3
322,2059,reg1,Solar_PV_PP,Supply,158.4
323,2060,reg1,Solar_PV_PP,Supply,152.61502599029217
324,2025,reg1,Wind_On-Shore_PP,Supply,13.5
325,2026,reg1,Wind_On-Shore_PP,Supply,15.46
326,2027,reg1,Wind_On-Shore_PP,Supply,17.42
327,2028,reg1,Wind_On-Shore_PP,Supply,19.380000000000003
328,2029,reg1,Wind_On-Shore_PP,Supply,21.340000000000003
329,2030,reg1,Wind_On-Shore_PP,Supply,23.300000000000004
330,2031,reg1,Wind_On-Shore_PP,Supply,25.260000000000005
331,2032,reg1,Wind_On-Shore_PP,Supply,27.220000000000006
332,2033,reg1,Wind_On-Shore_PP,Supply,29.180000000000007
333,2034,reg1,Wind_On-Shore_PP,Supply,31.140000000000008
334,2035,reg1,Wind_On-Shore_PP,Supply,33.10000000000001
335,2036,reg1,Wind_On-Shore_PP,Supply,35.06000000000001
336,2037,reg1,Wind_On-Shore_PP,Supply,37.02000000000001
337,2038,reg1,Wind_On-Shore_PP,Supply,38.98000000000001
338,2039,reg1,Wind_On-Shore_PP,Supply,40.94000000000001
339,2040,reg1,Wind_On-Shore_PP,Supply,42.900000000000006
340,2041,reg1,Wind_On-Shore_PP,Supply,44.86000000000001
341,2042,reg1,Wind_On-Shore_PP,Supply,46.82000000000001
342,2043,reg1,Wind_On-Shore_PP,Supply,48.78000000000001
343,2044,reg1,Wind_On-Shore_PP,Supply,50.74000000000001
344,2045,reg1,Wind_On-Shore_PP,Supply,52.70000000000001
345,2046,reg1,Wind_On-Shore_PP,Supply,54.66000000000001
346,2047,reg1,Wind_On-Shore_PP,Supply,56.620000000000005
347,2048,reg1,Wind_On-Shore_PP,Supply,58.580000000000005
348,2049,reg1,Wind_On-Shore_PP,Supply,60.540000000000006
349,2050,reg1,Wind_On-Shore_PP,Supply,62.5
350,2051,reg1,Wind_On-Shore_PP,Supply,62.5
351,2052,reg1,Wind_On-Shore_PP,Supply,62.5
352,2053,reg1,Wind_On-Shore_PP,Supply,62.5
353,2054,reg1,Wind_On-Shore_PP,Supply,62.5
354,2055,reg1,Wind_On-Shore_PP,Supply,62.5
355,2056,reg1,Wind_On-Shore_PP,Supply,62.5
356,2057,reg1,Wind_On-Shore_PP,Supply,62.5
357,2058,reg1,Wind_On-Shore_PP,Supply,62.5
358,2059,reg1,Wind_On-Shore_PP,Supply,62.5
359,2060,reg1,Wind_On-Shore_PP,Supply,62.5
360,2025,reg1,Wind_Off-Shore_PP,Supply,0.03
361,2026,reg1,Wind_Off-Shore_PP,Supply,0.03
362,2027,reg1,Wind_Off-Shore_PP,Supply,0.03
363,2028,reg1,Wind_Off-Shore_PP,Supply,0.03
364,2029,reg1,Wind_Off-Shore_PP,Supply,0.03
365,2030,reg1,Wind_Off-Shore_PP,Supply,0.03
366,2031,reg1,Wind_Off-Shore_PP,Supply,0.03
367,2032,reg1,Wind_Off-Shore_PP,Supply,0.03
368,2033,reg1,Wind_Off-Shore_PP,Supply,0.03
369,2034,reg1,Wind_Off-Shore_PP,Supply,0.03
370,2035,reg1,Wind_Off-Shore_PP,Supply,0.03
371,2036,reg1,Wind_Off-Shore_PP,Supply,0.03
372,2037,reg1,Wind_Off-Shore_PP,Supply,0.03
373,2038,reg1,Wind_Off-Shore_PP,Supply,0.03
374,2039,reg1,Wind_Off-Shore_PP,Supply,0.03
375,2040,reg1,Wind_Off-Shore_PP,Supply,0.03
376,2041,reg1,Wind_Off-Shore_PP,Supply,0.03
377,2042,reg1,Wind_Off-Shore_PP,Supply,0.03
378,2043,reg1,Wind_Off-Shore_PP,Supply,0.03
379,2044,reg1,Wind_Off-Shore_PP,Supply,0.03
380,2045,reg1,Wind_Off-Shore_PP,Supply,0.03
381,2046,reg1,Wind_Off-Shore_PP,Supply,0.03
382,2047,reg1,Wind_Off-Shore_PP,Supply,0.03
383,2048,reg1,Wind_Off-Shore_PP,Supply,0.03
384,2049,reg1,Wind_Off-Shore_PP,Supply,0.03
385,2050,reg1,Wind_Off-Shore_PP,Supply,0.03
386,2051,reg1,Wind_Off-Shore_PP,Supply,0.03
387,2052,reg1,Wind_Off-Shore_PP,Supply,0.03
388,2053,reg1,Wind_Off-Shore_PP,Supply,0.03
389,2054,reg1,Wind_Off-Shore_PP,Supply,0.03
390,2055,reg1,Wind_Off-Shore_PP,Supply,0.0
391,2056,reg1,Wind_Off-Shore_PP,Supply,0.0
392,2057,reg1,Wind_Off-Shore_PP,Supply,0.0
393,2058,reg1,Wind_Off-Shore_PP,Supply,0.0
394,2059,reg1,Wind_Off-Shore_PP,Supply,0.0
395,2060,reg1,Wind_Off-Shore_PP,Supply,0.0
396,2025,reg1,Hydro_PP,Supply,15.81047
397,2026,reg1,Hydro_PP,Supply,15.9203
398,2027,reg1,Hydro_PP,Supply,16.0
399,2028,reg1,Hydro_PP,Supply,16.0
400,2029,reg1,Hydro_PP,Supply,16.0
401,2030,reg1,Hydro_PP,Supply,16.0
402,2031,reg1,Hydro_PP,Supply,16.0
403,2032,reg1,Hydro_PP,Supply,16.0
404,2033,reg1,Hydro_PP,Supply,16.0
405,2034,reg1,Hydro_PP,Supply,16.0
406,2035,reg1,Hydro_PP,Supply,16.0
407,2036,reg1,Hydro_PP,Supply,16.0
408,2037,reg1,Hydro_PP,Supply,16.0
409,2038,reg1,Hydro_PP,Supply,16.0
410,2039,reg1,Hydro_PP,Supply,16.0
411,2040,reg1,Hydro_PP,Supply,16.0
412,2041,reg1,Hydro_PP,Supply,16.0
413,2042,reg1,Hydro_PP,Supply,16.0
414,2043,reg1,Hydro_PP,Supply,16.0
415,2044,reg1,Hydro_PP,Supply,16.0
416,2045,reg1,Hydro_PP,Supply,16.0
417,2046,reg1,Hydro_PP,Supply,16.0
418,2047,reg1,Hydro_PP,Supply,16.0
419,2048,reg1,Hydro_PP,Supply,16.0
420,2049,reg1,Hydro_PP,Supply,16.0
421,2050,reg1,Hydro_PP,Supply,16.0
422,2051,reg1,Hydro_PP,Supply,16.0
423,2052,reg1,Hydro_PP,Supply,16.0
424,2053,reg1,Hydro_PP,Supply,16.0
425,2054,reg1,Hydro_PP,Supply,16.0
426,2055,reg1,Hydro_PP,Supply,16.0
427,2056,reg1,Hydro_PP,Supply,16.0
428,2057,reg1,Hydro_PP,Supply,16.0
429,2058,reg1,Hydro_PP,Supply,16.0
430,2059,reg1,Hydro_PP,Supply,16.0
431,2060,reg1,Hydro_PP,Supply,15.81047
432,2025,reg1,UO2_supply ,Supply,10000000000.0
433,2026,reg1,UO2_supply ,Supply,10000000000.0
434,2027,reg1,UO2_supply ,Supply,10000000000.0
435,2028,reg1,UO2_supply ,Supply,10000000000.0
436,2029,reg1,UO2_supply ,Supply,10000000000.0
437,2030,reg1,UO2_supply ,Supply,10000000000.0
438,2031,reg1,UO2_supply ,Supply,10000000000.0
439,2032,reg1,UO2_supply ,Supply,10000000000.0
440,2033,reg1,UO2_supply ,Supply,10000000000.0
441,2034,reg1,UO2_supply ,Supply,10000000000.0
442,2035,reg1,UO2_supply ,Supply,10000000000.0
443,2036,reg1,UO2_supply ,Supply,10000000000.0
444,2037,reg1,UO2_supply ,Supply,10000000000.0
445,2038,reg1,UO2_supply ,Supply,10000000000.0
446,2039,reg1,UO2_supply ,Supply,10000000000.0
447,2040,reg1,UO2_supply ,Supply,10000000000.0
448,2041,reg1,UO2_supply ,Supply,10000000000.0
449,2042,reg1,UO2_supply ,Supply,10000000000.0
450,2043,reg1,UO2_supply ,Supply,10000000000.0
451,2044,reg1,UO2_supply ,Supply,10000000000.0
452,2045,reg1,UO2_supply ,Supply,10000000000.0
453,2046,reg1,UO2_supply ,Supply,10000000000.0
454,2047,reg1,UO2_supply ,Supply,10000000000.0
455,2048,reg1,UO2_supply ,Supply,10000000000.0
456,2049,reg1,UO2_supply ,Supply,10000000000.0
457,2050,reg1,UO2_supply ,Supply,10000000000.0
458,2051,reg1,UO2_supply ,Supply,10000000000.0
459,2052,reg1,UO2_supply ,Supply,10000000000.0
460,2053,reg1,UO2_supply ,Supply,10000000000.0
461,2054,reg1,UO2_supply ,Supply,10000000000.0
462,2055,reg1,UO2_supply ,Supply,10000000000.0
463,2056,reg1,UO2_supply ,Supply,10000000000.0
464,2057,reg1,UO2_supply ,Supply,10000000000.0
465,2058,reg1,UO2_supply ,Supply,10000000000.0
466,2059,reg1,UO2_supply ,Supply,10000000000.0
467,2060,reg1,UO2_supply ,Supply,10000000000.0
468,2025,reg1,Electricity_net_imports,Supply,5.936073059360731
469,2026,reg1,Electricity_net_imports,Supply,5.936073059360731
470,2027,reg1,Electricity_net_imports,Supply,5.936073059360731
471,2028,reg1,Electricity_net_imports,Supply,5.936073059360731
472,2029,reg1,Electricity_net_imports,Supply,5.936073059360731
473,2030,reg1,Electricity_net_imports,Supply,5.936073059360731
474,2031,reg1,Electricity_net_imports,Supply,5.936073059360731
475,2032,reg1,Electricity_net_imports,Supply,5.936073059360731
476,2033,reg1,Electricity_net_imports,Supply,5.936073059360731
477,2034,reg1,Electricity_net_imports,Supply,5.936073059360731
478,2035,reg1,Electricity_net_imports,Supply,5.936073059360731
479,2036,reg1,Electricity_net_imports,Supply,5.936073059360731
480,2037,reg1,Electricity_net_imports,Supply,5.936073059360731
481,2038,reg1,Electricity_net_imports,Supply,5.936073059360731
482,2039,reg1,Electricity_net_imports,Supply,5.936073059360731
483,2040,reg1,Electricity_net_imports,Supply,5.936073059360731
484,2041,reg1,Electricity_net_imports,Supply,5.936073059360731
485,2042,reg1,Electricity_net_imports,Supply,5.936073059360731
486,2043,reg1,Electricity_net_imports,Supply,5.936073059360731
487,2044,reg1,Electricity_net_imports,Supply,5.936073059360731
488,2045,reg1,Electricity_net_imports,Supply,5.936073059360731
489,2046,reg1,Electricity_net_imports,Supply,5.936073059360731
490,2047,reg1,Electricity_net_imports,Supply,5.936073059360731
491,2048,reg1,Electricity_net_imports,Supply,5.936073059360731
492,2049,reg1,Electricity_net_imports,Supply,5.936073059360731
493,2050,reg1,Electricity_net_imports,Supply,5.936073059360731
494,2051,reg1,Electricity_net_imports,Supply,5.936073059360731
495,2052,reg1,Electricity_net_imports,Supply,5.936073059360731
496,2053,reg1,Electricity_net_imports,Supply,5.936073059360731
497,2054,reg1,Electricity_net_imports,Supply,5.936073059360731
498,2055,reg1,Electricity_net_imports,Supply,5.936073059360731
