,Datetime,Region,Technology,Cost,Value
1590,2031,reg1,SOFC_CHP_P,fixed_cost,0.0
1591,2032,reg1,SOFC_CHP_P,fixed_cost,0.0
1592,2033,reg1,SOFC_CHP_P,fixed_cost,0.0
1593,2034,reg1,SOFC_CHP_P,fixed_cost,0.0
1594,2035,reg1,SOFC_CHP_P,fixed_cost,0.0
1595,2036,reg1,SOFC_CHP_P,fixed_cost,0.0
1596,2037,reg1,SOFC_CHP_P,fixed_cost,0.0
1597,2038,reg1,SOFC_CHP_P,fixed_cost,0.0
1598,2039,reg1,SOFC_CHP_P,fixed_cost,0.0
1599,2040,reg1,SOFC_CHP_P,fixed_cost,0.0
1600,2041,reg1,SOFC_CHP_P,fixed_cost,0.0
1601,2042,reg1,SOFC_CHP_P,fixed_cost,0.0
1602,2043,reg1,SOFC_CHP_P,fixed_cost,0.0
1603,2044,reg1,SOFC_CHP_P,fixed_cost,0.0
1604,2045,reg1,SOFC_CHP_P,fixed_cost,0.0
1605,2046,reg1,SOFC_CHP_P,fixed_cost,0.0
1606,2047,reg1,SOFC_CHP_P,fixed_cost,0.0
1607,2048,reg1,SOFC_CHP_P,fixed_cost,0.0
1608,2049,reg1,SOFC_CHP_P,fixed_cost,0.0
1609,2050,reg1,SOFC_CHP_P,fixed_cost,0.0
1610,2051,reg1,SOFC_CHP_P,fixed_cost,0.0
1611,2052,reg1,SOFC_CHP_P,fixed_cost,0.0
1612,2053,reg1,SOFC_CHP_P,fixed_cost,0.0
1613,2054,reg1,SOFC_CHP_P,fixed_cost,0.0
1614,2055,reg1,SOFC_CHP_P,fixed_cost,0.0
1615,2056,reg1,SOFC_CHP_P,fixed_cost,0.0
1616,2057,reg1,SOFC_CHP_P,fixed_cost,0.0
1617,2058,reg1,SOFC_CHP_P,fixed_cost,0.0
1618,2059,reg1,SOFC_CHP_P,fixed_cost,0.0
1619,2060,reg1,SOFC_CHP_P,fixed_cost,0.0
1620,2025,reg1,Oil_CHP,fixed_cost,29976166.968823824
1621,2026,reg1,Oil_CHP,fixed_cost,28976961.40319636
1622,2027,reg1,Oil_CHP,fixed_cost,27977755.837568898
1623,2028,reg1,Oil_CHP,fixed_cost,26978550.271941435
1624,2029,reg1,Oil_CHP,fixed_cost,25979344.70631397
1625,2030,reg1,Oil_CHP,fixed_cost,24980139.140686512
1626,2031,reg1,Oil_CHP,fixed_cost,23980933.575059053
1627,2032,reg1,Oil_CHP,fixed_cost,22981728.009431593
1628,2033,reg1,Oil_CHP,fixed_cost,21982522.44380413
1629,2034,reg1,Oil_CHP,fixed_cost,20983316.87817667
1630,2035,reg1,Oil_CHP,fixed_cost,19984111.31254921
1631,2036,reg1,Oil_CHP,fixed_cost,18984905.74692175
1632,2037,reg1,Oil_CHP,fixed_cost,17985700.181294292
1633,2038,reg1,Oil_CHP,fixed_cost,16986494.615666833
1634,2039,reg1,Oil_CHP,fixed_cost,15987289.050039373
1635,2040,reg1,Oil_CHP,fixed_cost,14988083.484411914
1636,2041,reg1,Oil_CHP,fixed_cost,13988877.918784454
1637,2042,reg1,Oil_CHP,fixed_cost,12989672.353156995
1638,2043,reg1,Oil_CHP,fixed_cost,11990466.787529534
1639,2044,reg1,Oil_CHP,fixed_cost,10991261.221902072
1640,2045,reg1,Oil_CHP,fixed_cost,9992055.656274611
1641,2046,reg1,Oil_CHP,fixed_cost,8992850.09064715
1642,2047,reg1,Oil_CHP,fixed_cost,7993644.525019689
1643,2048,reg1,Oil_CHP,fixed_cost,6994438.959392228
1644,2049,reg1,Oil_CHP,fixed_cost,5995233.393764768
1645,2050,reg1,Oil_CHP,fixed_cost,4996027.8281373065
1646,2051,reg1,Oil_CHP,fixed_cost,3996822.262509842
1647,2052,reg1,Oil_CHP,fixed_cost,2997616.696882383
1648,2053,reg1,Oil_CHP,fixed_cost,1998411.131254924
1649,2054,reg1,Oil_CHP,fixed_cost,999205.565627459
1650,2055,reg1,Oil_CHP,fixed_cost,0.0
1651,2056,reg1,Oil_CHP,fixed_cost,0.0
1652,2057,reg1,Oil_CHP,fixed_cost,0.0
1653,2058,reg1,Oil_CHP,fixed_cost,0.0
1654,2059,reg1,Oil_CHP,fixed_cost,0.0
1655,2060,reg1,Oil_CHP,fixed_cost,0.0
1656,2025,reg1,BW_CHP_P,fixed_cost,171960220.94062307
1657,2026,reg1,BW_CHP_P,fixed_cost,163454614.5910131
1658,2027,reg1,BW_CHP_P,fixed_cost,155084608.03406852
1659,2028,reg1,BW_CHP_P,fixed_cost,146850201.26978943
1660,2029,reg1,BW_CHP_P,fixed_cost,138751394.29817572
1661,2030,reg1,BW_CHP_P,fixed_cost,130788187.11922742
1662,2031,reg1,BW_CHP_P,fixed_cost,123251463.15914617
1663,2032,reg1,BW_CHP_P,fixed_cost,115819719.68370914
1664,2033,reg1,BW_CHP_P,fixed_cost,108492956.69291627
1665,2034,reg1,BW_CHP_P,fixed_cost,101271174.18676761
1666,2035,reg1,BW_CHP_P,fixed_cost,94154372.16526318
1667,2036,reg1,BW_CHP_P,fixed_cost,87142550.62840292
1668,2037,reg1,BW_CHP_P,fixed_cost,80235709.57618687
1669,2038,reg1,BW_CHP_P,fixed_cost,73433849.008615
1670,2039,reg1,BW_CHP_P,fixed_cost,66736968.92568733
1671,2040,reg1,BW_CHP_P,fixed_cost,60145069.32740386
1672,2041,reg1,BW_CHP_P,fixed_cost,53717201.73637695
1673,2042,reg1,BW_CHP_P,fixed_cost,47381192.0694137
1674,2043,reg1,BW_CHP_P,fixed_cost,41137040.32651413
1675,2044,reg1,BW_CHP_P,fixed_cost,34984746.507678226
1676,2045,reg1,BW_CHP_P,fixed_cost,28924310.612906005
1677,2046,reg1,BW_CHP_P,fixed_cost,22955732.64219745
1678,2047,reg1,BW_CHP_P,fixed_cost,17079012.595552564
1679,2048,reg1,BW_CHP_P,fixed_cost,11294150.472971352
1680,2049,reg1,BW_CHP_P,fixed_cost,5601146.2744538095
1681,2050,reg1,BW_CHP_P,fixed_cost,0.0
1682,2051,reg1,BW_CHP_P,fixed_cost,0.0
1683,2052,reg1,BW_CHP_P,fixed_cost,0.0
1684,2053,reg1,BW_CHP_P,fixed_cost,0.0
1685,2054,reg1,BW_CHP_P,fixed_cost,0.0
1686,2055,reg1,BW_CHP_P,fixed_cost,0.0
1687,2056,reg1,BW_CHP_P,fixed_cost,0.0
1688,2057,reg1,BW_CHP_P,fixed_cost,0.0
1689,2058,reg1,BW_CHP_P,fixed_cost,0.0
1690,2059,reg1,BW_CHP_P,fixed_cost,0.0
1691,2060,reg1,BW_CHP_P,fixed_cost,0.0
1692,2025,reg1,Heat_transmission_distribution,fixed_cost,0.0
1693,2026,reg1,Heat_transmission_distribution,fixed_cost,0.0
1694,2027,reg1,Heat_transmission_distribution,fixed_cost,0.0
1695,2028,reg1,Heat_transmission_distribution,fixed_cost,0.0
1696,2029,reg1,Heat_transmission_distribution,fixed_cost,0.0
1697,2030,reg1,Heat_transmission_distribution,fixed_cost,0.0
1698,2031,reg1,Heat_transmission_distribution,fixed_cost,0.0
1699,2032,reg1,Heat_transmission_distribution,fixed_cost,0.0
1700,2033,reg1,Heat_transmission_distribution,fixed_cost,0.0
1701,2034,reg1,Heat_transmission_distribution,fixed_cost,0.0
1702,2035,reg1,Heat_transmission_distribution,fixed_cost,0.0
1703,2036,reg1,Heat_transmission_distribution,fixed_cost,0.0
1704,2037,reg1,Heat_transmission_distribution,fixed_cost,0.0
1705,2038,reg1,Heat_transmission_distribution,fixed_cost,0.0
1706,2039,reg1,Heat_transmission_distribution,fixed_cost,0.0
1707,2040,reg1,Heat_transmission_distribution,fixed_cost,0.0
1708,2041,reg1,Heat_transmission_distribution,fixed_cost,0.0
1709,2042,reg1,Heat_transmission_distribution,fixed_cost,0.0
1710,2043,reg1,Heat_transmission_distribution,fixed_cost,0.0
1711,2044,reg1,Heat_transmission_distribution,fixed_cost,0.0
1712,2045,reg1,Heat_transmission_distribution,fixed_cost,0.0
1713,2046,reg1,Heat_transmission_distribution,fixed_cost,0.0
1714,2047,reg1,Heat_transmission_distribution,fixed_cost,0.0
1715,2048,reg1,Heat_transmission_distribution,fixed_cost,0.0
1716,2049,reg1,Heat_transmission_distribution,fixed_cost,0.0
1717,2050,reg1,Heat_transmission_distribution,fixed_cost,0.0
1718,2051,reg1,Heat_transmission_distribution,fixed_cost,0.0
1719,2052,reg1,Heat_transmission_distribution,fixed_cost,0.0
1720,2053,reg1,Heat_transmission_distribution,fixed_cost,0.0
1721,2054,reg1,Heat_transmission_distribution,fixed_cost,0.0
1722,2055,reg1,Heat_transmission_distribution,fixed_cost,0.0
1723,2056,reg1,Heat_transmission_distribution,fixed_cost,0.0
1724,2057,reg1,Heat_transmission_distribution,fixed_cost,0.0
1725,2058,reg1,Heat_transmission_distribution,fixed_cost,0.0
1726,2059,reg1,Heat_transmission_distribution,fixed_cost,0.0
1727,2060,reg1,Heat_transmission_distribution,fixed_cost,0.0
1728,2025,reg1,Elec_transmission_distribution,fixed_cost,0.0
1729,2026,reg1,Elec_transmission_distribution,fixed_cost,0.0
1730,2027,reg1,Elec_transmission_distribution,fixed_cost,0.0
1731,2028,reg1,Elec_transmission_distribution,fixed_cost,0.0
1732,2029,reg1,Elec_transmission_distribution,fixed_cost,0.0
1733,2030,reg1,Elec_transmission_distribution,fixed_cost,0.0
1734,2031,reg1,Elec_transmission_distribution,fixed_cost,0.0
1735,2032,reg1,Elec_transmission_distribution,fixed_cost,0.0
1736,2033,reg1,Elec_transmission_distribution,fixed_cost,0.0
1737,2034,reg1,Elec_transmission_distribution,fixed_cost,0.0
1738,2035,reg1,Elec_transmission_distribution,fixed_cost,0.0
1739,2036,reg1,Elec_transmission_distribution,fixed_cost,0.0
1740,2037,reg1,Elec_transmission_distribution,fixed_cost,0.0
1741,2038,reg1,Elec_transmission_distribution,fixed_cost,0.0
1742,2039,reg1,Elec_transmission_distribution,fixed_cost,0.0
1743,2040,reg1,Elec_transmission_distribution,fixed_cost,0.0
1744,2041,reg1,Elec_transmission_distribution,fixed_cost,0.0
1745,2042,reg1,Elec_transmission_distribution,fixed_cost,0.0
1746,2043,reg1,Elec_transmission_distribution,fixed_cost,0.0
1747,2044,reg1,Elec_transmission_distribution,fixed_cost,0.0
1748,2045,reg1,Elec_transmission_distribution,fixed_cost,0.0
1749,2046,reg1,Elec_transmission_distribution,fixed_cost,0.0
1750,2047,reg1,Elec_transmission_distribution,fixed_cost,0.0
1751,2048,reg1,Elec_transmission_distribution,fixed_cost,0.0
1752,2049,reg1,Elec_transmission_distribution,fixed_cost,0.0
1753,2050,reg1,Elec_transmission_distribution,fixed_cost,0.0
1754,2051,reg1,Elec_transmission_distribution,fixed_cost,0.0
1755,2052,reg1,Elec_transmission_distribution,fixed_cost,0.0
1756,2053,reg1,Elec_transmission_distribution,fixed_cost,0.0
1757,2054,reg1,Elec_transmission_distribution,fixed_cost,0.0
1758,2055,reg1,Elec_transmission_distribution,fixed_cost,0.0
1759,2056,reg1,Elec_transmission_distribution,fixed_cost,0.0
1760,2057,reg1,Elec_transmission_distribution,fixed_cost,0.0
1761,2058,reg1,Elec_transmission_distribution,fixed_cost,0.0
1762,2059,reg1,Elec_transmission_distribution,fixed_cost,0.0
1763,2060,reg1,Elec_transmission_distribution,fixed_cost,0.0
1764,2025,reg1,NG_supply,variable_cost,8025335331.794682
1765,2026,reg1,NG_supply,variable_cost,8233232965.680484
1766,2027,reg1,NG_supply,variable_cost,7890011860.778527
1767,2028,reg1,NG_supply,variable_cost,7664290219.659284
1768,2029,reg1,NG_supply,variable_cost,7260939263.465432
1769,2030,reg1,NG_supply,variable_cost,6929112021.393878
1770,2031,reg1,NG_supply,variable_cost,6541586078.466608
1771,2032,reg1,NG_supply,variable_cost,6112469995.753806
1772,2033,reg1,NG_supply,variable_cost,5714011168.7865095
1773,2034,reg1,NG_supply,variable_cost,5366024023.84638
1774,2035,reg1,NG_supply,variable_cost,5093497246.391815
1775,2036,reg1,NG_supply,variable_cost,4999105397.2392645
1776,2037,reg1,NG_supply,variable_cost,4966197307.106268
1777,2038,reg1,NG_supply,variable_cost,4903254390.80746
1778,2039,reg1,NG_supply,variable_cost,4744967120.507421
1779,2040,reg1,NG_supply,variable_cost,4579075087.331173
1780,2041,reg1,NG_supply,variable_cost,4860088764.059315
1781,2042,reg1,NG_supply,variable_cost,5095927490.353625
1782,2043,reg1,NG_supply,variable_cost,4991994748.164327
1783,2044,reg1,NG_supply,variable_cost,4931684066.213423
1784,2045,reg1,NG_supply,variable_cost,4839078808.23938
1785,2046,reg1,NG_supply,variable_cost,4699742091.706978
1786,2047,reg1,NG_supply,variable_cost,4707798644.561349
1787,2048,reg1,NG_supply,variable_cost,4659625535.296587
1788,2049,reg1,NG_supply,variable_cost,4397325145.810695
1789,2050,reg1,NG_supply,variable_cost,4095966670.579863
1790,2051,reg1,NG_supply,variable_cost,4101087121.8388195
1791,2052,reg1,NG_supply,variable_cost,4146572097.02145
1792,2053,reg1,NG_supply,variable_cost,4286415663.405569
1793,2054,reg1,NG_supply,variable_cost,4337275073.73598
1794,2055,reg1,NG_supply,variable_cost,4460472259.477388
1795,2056,reg1,NG_supply,variable_cost,4657394961.246454
1796,2057,reg1,NG_supply,variable_cost,4947841423.256482
1797,2058,reg1,NG_supply,variable_cost,5368791146.836315
1798,2059,reg1,NG_supply,variable_cost,5823972813.992742
1799,2060,reg1,NG_supply,variable_cost,6283304137.412482
1800,2025,reg1,SFF_supply,variable_cost,81093393.9783502
1801,2026,reg1,SFF_supply,variable_cost,61284270.92571202
1802,2027,reg1,SFF_supply,variable_cost,35980151.40984193
1803,2028,reg1,SFF_supply,variable_cost,32588178.28439018
1804,2029,reg1,SFF_supply,variable_cost,28992686.771411333
1805,2030,reg1,SFF_supply,variable_cost,0.0
1806,2031,reg1,SFF_supply,variable_cost,0.0
1807,2032,reg1,SFF_supply,variable_cost,0.0
1808,2033,reg1,SFF_supply,variable_cost,0.0
1809,2034,reg1,SFF_supply,variable_cost,0.0
1810,2035,reg1,SFF_supply,variable_cost,0.0
1811,2036,reg1,SFF_supply,variable_cost,0.0
1812,2037,reg1,SFF_supply,variable_cost,0.0
1813,2038,reg1,SFF_supply,variable_cost,0.0
1814,2039,reg1,SFF_supply,variable_cost,0.0
1815,2040,reg1,SFF_supply,variable_cost,0.0
1816,2041,reg1,SFF_supply,variable_cost,0.0
1817,2042,reg1,SFF_supply,variable_cost,0.0
1818,2043,reg1,SFF_supply,variable_cost,0.0
1819,2044,reg1,SFF_supply,variable_cost,0.0
1820,2045,reg1,SFF_supply,variable_cost,0.0
1821,2046,reg1,SFF_supply,variable_cost,0.0
1822,2047,reg1,SFF_supply,variable_cost,0.0
1823,2048,reg1,SFF_supply,variable_cost,0.0
1824,2049,reg1,SFF_supply,variable_cost,0.0
1825,2050,reg1,SFF_supply,variable_cost,0.0
1826,2051,reg1,SFF_supply,variable_cost,0.0
1827,2052,reg1,SFF_supply,variable_cost,0.0
1828,2053,reg1,SFF_supply,variable_cost,0.0
1829,2054,reg1,SFF_supply,variable_cost,0.0
1830,2055,reg1,SFF_supply,variable_cost,0.0
1831,2056,reg1,SFF_supply,variable_cost,0.0
1832,2057,reg1,SFF_supply,variable_cost,0.0
1833,2058,reg1,SFF_supply,variable_cost,0.0
1834,2059,reg1,SFF_supply,variable_cost,0.0
1835,2060,reg1,SFF_supply,variable_cost,0.0
1836,2025,reg1,OP_supply,variable_cost,432619792.47999394
1837,2026,reg1,OP_supply,variable_cost,418199132.73066115
1838,2027,reg1,OP_supply,variable_cost,403778472.9813277
1839,2028,reg1,OP_supply,variable_cost,389357813.23199475
1840,2029,reg1,OP_supply,variable_cost,374937153.4826614
1841,2030,reg1,OP_supply,variable_cost,360516493.7333282
1842,2031,reg1,OP_supply,variable_cost,346095833.9839949
1843,2032,reg1,OP_supply,variable_cost,331675174.234662
1844,2033,reg1,OP_supply,variable_cost,317254514.4853289
1845,2034,reg1,OP_supply,variable_cost,302833854.73599625
1846,2035,reg1,OP_supply,variable_cost,288413194.98666275
1847,2036,reg1,OP_supply,variable_cost,273992535.23732954
1848,2037,reg1,OP_supply,variable_cost,259571875.4879963
1849,2038,reg1,OP_supply,variable_cost,245151215.73866338
1850,2039,reg1,OP_supply,variable_cost,230730555.98933023
1851,2040,reg1,OP_supply,variable_cost,216309896.239997
1852,2041,reg1,OP_supply,variable_cost,201889236.49066412
1853,2042,reg1,OP_supply,variable_cost,187468576.74133083
1854,2043,reg1,OP_supply,variable_cost,173047916.99199775
1855,2044,reg1,OP_supply,variable_cost,158627257.24266452
1856,2045,reg1,OP_supply,variable_cost,144206597.49333146
1857,2046,reg1,OP_supply,variable_cost,129785937.74399842
1858,2047,reg1,OP_supply,variable_cost,115365277.99466512
1859,2048,reg1,OP_supply,variable_cost,100944618.24533208
1860,2049,reg1,OP_supply,variable_cost,86523958.4959989
1861,2050,reg1,OP_supply,variable_cost,72103298.74666575
1862,2051,reg1,OP_supply,variable_cost,57682638.997332565
1863,2052,reg1,OP_supply,variable_cost,43261979.247999445
1864,2053,reg1,OP_supply,variable_cost,28841319.498666305
1865,2054,reg1,OP_supply,variable_cost,14420659.749333125
1866,2055,reg1,OP_supply,variable_cost,0.0
1867,2056,reg1,OP_supply,variable_cost,0.0
1868,2057,reg1,OP_supply,variable_cost,0.0
1869,2058,reg1,OP_supply,variable_cost,0.0
1870,2059,reg1,OP_supply,variable_cost,0.0
1871,2060,reg1,OP_supply,variable_cost,0.0
1872,2025,reg1,BW_supply,variable_cost,876706833.4018258
1873,2026,reg1,BW_supply,variable_cost,841638560.0657526
1874,2027,reg1,BW_supply,variable_cost,806570286.7296797
1875,2028,reg1,BW_supply,variable_cost,771502013.3936067
1876,2029,reg1,BW_supply,variable_cost,736433740.0575336
1877,2030,reg1,BW_supply,variable_cost,701365466.7214603
1878,2031,reg1,BW_supply,variable_cost,666297193.3853874
1879,2032,reg1,BW_supply,variable_cost,631228920.0493141
1880,2033,reg1,BW_supply,variable_cost,596160646.713241
1881,2034,reg1,BW_supply,variable_cost,561092373.3771682
1882,2035,reg1,BW_supply,variable_cost,526024100.04109496
1883,2036,reg1,BW_supply,variable_cost,474849926.1848012
1884,2037,reg1,BW_supply,variable_cost,397041417.0604943
1885,2038,reg1,BW_supply,variable_cost,354955928.4129533
1886,2039,reg1,BW_supply,variable_cost,321459172.2473357
1887,2040,reg1,BW_supply,variable_cost,292235611.1339416
1888,2041,reg1,BW_supply,variable_cost,263012050.02054733
1889,2042,reg1,BW_supply,variable_cost,233788488.9071532
1890,2043,reg1,BW_supply,variable_cost,204564927.793759
1891,2044,reg1,BW_supply,variable_cost,165600179.64256692
1892,2045,reg1,BW_supply,variable_cost,138000149.70213905
1893,2046,reg1,BW_supply,variable_cost,110400119.7617112
1894,2047,reg1,BW_supply,variable_cost,82800089.8212833
1895,2048,reg1,BW_supply,variable_cost,55200059.88085539
1896,2049,reg1,BW_supply,variable_cost,27275323.705834307
1897,2050,reg1,BW_supply,variable_cost,0.0
1898,2051,reg1,BW_supply,variable_cost,0.0
1899,2052,reg1,BW_supply,variable_cost,0.0
1900,2053,reg1,BW_supply,variable_cost,0.0
1901,2054,reg1,BW_supply,variable_cost,0.0
1902,2055,reg1,BW_supply,variable_cost,0.0
1903,2056,reg1,BW_supply,variable_cost,0.0
1904,2057,reg1,BW_supply,variable_cost,0.0
1905,2058,reg1,BW_supply,variable_cost,0.0
1906,2059,reg1,BW_supply,variable_cost,0.0
1907,2060,reg1,BW_supply,variable_cost,0.0
1908,2025,reg1,BIO_supply,variable_cost,0.0
1909,2026,reg1,BIO_supply,variable_cost,12037469.947369099
1910,2027,reg1,BIO_supply,variable_cost,24074939.8947382
1911,2028,reg1,BIO_supply,variable_cost,36112409.84210728
1912,2029,reg1,BIO_supply,variable_cost,48149879.78947637
1913,2030,reg1,BIO_supply,variable_cost,60187349.73684547
1914,2031,reg1,BIO_supply,variable_cost,72224819.68421459
1915,2032,reg1,BIO_supply,variable_cost,84262289.63158368
1916,2033,reg1,BIO_supply,variable_cost,96299759.57895282
1917,2034,reg1,BIO_supply,variable_cost,108337229.52632189
1918,2035,reg1,BIO_supply,variable_cost,120374699.47369094
1919,2036,reg1,BIO_supply,variable_cost,132412169.42106004
1920,2037,reg1,BIO_supply,variable_cost,144449639.36842918
1921,2038,reg1,BIO_supply,variable_cost,156487109.31579828
1922,2039,reg1,BIO_supply,variable_cost,168524579.26316726
1923,2040,reg1,BIO_supply,variable_cost,180562049.21053645
1924,2041,reg1,BIO_supply,variable_cost,192599519.15790555
1925,2042,reg1,BIO_supply,variable_cost,204636989.1052745
1926,2043,reg1,BIO_supply,variable_cost,216674459.05264375
1927,2044,reg1,BIO_supply,variable_cost,228711929.00001225
1928,2045,reg1,BIO_supply,variable_cost,240749398.94738123
1929,2046,reg1,BIO_supply,variable_cost,252786868.89475033
1930,2047,reg1,BIO_supply,variable_cost,264824338.84211946
1931,2048,reg1,BIO_supply,variable_cost,276861808.78948927
1932,2049,reg1,BIO_supply,variable_cost,288899278.7368576
1933,2050,reg1,BIO_supply,variable_cost,300936748.68422705
1934,2051,reg1,BIO_supply,variable_cost,300936748.68422675
1935,2052,reg1,BIO_supply,variable_cost,300936748.6842267
1936,2053,reg1,BIO_supply,variable_cost,300936748.6842265
1937,2054,reg1,BIO_supply,variable_cost,300936748.6842267
1938,2055,reg1,BIO_supply,variable_cost,300936748.6842276
1939,2056,reg1,BIO_supply,variable_cost,300936748.6842276
1940,2057,reg1,BIO_supply,variable_cost,300936748.68422765
1941,2058,reg1,BIO_supply,variable_cost,300936748.68422765
1942,2059,reg1,BIO_supply,variable_cost,300936748.68422765
1943,2060,reg1,BIO_supply,variable_cost,300936748.6842276
1944,2025,reg1,Biogas_supply,variable_cost,0.0
1945,2026,reg1,Biogas_supply,variable_cost,0.0
1946,2027,reg1,Biogas_supply,variable_cost,1976824.989149081
1947,2028,reg1,Biogas_supply,variable_cost,56837499.12679006
1948,2029,reg1,Biogas_supply,variable_cost,75783332.16905344
1949,2030,reg1,Biogas_supply,variable_cost,94729165.21131678
1950,2031,reg1,Biogas_supply,variable_cost,88100821.84081501
1951,2032,reg1,Biogas_supply,variable_cost,79383266.17585225
1952,2033,reg1,Biogas_supply,variable_cost,63939567.178622976
1953,2034,reg1,Biogas_supply,variable_cost,83171402.4051653
1954,2035,reg1,Biogas_supply,variable_cost,106731563.59794264
1955,2036,reg1,Biogas_supply,variable_cost,124997656.90484469
1956,2037,reg1,Biogas_supply,variable_cost,136172259.4609595
1957,2038,reg1,Biogas_supply,variable_cost,166914212.15329388
1958,2039,reg1,Biogas_supply,variable_cost,217498008.2235909
1959,2040,reg1,Biogas_supply,variable_cost,263573806.42132422
1960,2041,reg1,Biogas_supply,variable_cost,271624846.4840629
1961,2042,reg1,Biogas_supply,variable_cost,288601399.38931704
1962,2043,reg1,Biogas_supply,variable_cost,305577952.2945702
1963,2044,reg1,Biogas_supply,variable_cost,304634810.4665014
1964,2045,reg1,Biogas_supply,variable_cost,320668221.54368573
1965,2046,reg1,Biogas_supply,variable_cost,336701632.62086993
1966,2047,reg1,Biogas_supply,variable_cost,352735043.69805425
1967,2048,reg1,Biogas_supply,variable_cost,368768454.7752383
1968,2049,reg1,Biogas_supply,variable_cost,366807824.5457467
1969,2050,reg1,Biogas_supply,variable_cost,377256731.22786427
1970,2051,reg1,Biogas_supply,variable_cost,396475617.5718224
1971,2052,reg1,Biogas_supply,variable_cost,400835276.9296067
1972,2053,reg1,Biogas_supply,variable_cost,400835276.92960674
1973,2054,reg1,Biogas_supply,variable_cost,473645826.05658394
1974,2055,reg1,Biogas_supply,variable_cost,424496790.4955266
1975,2056,reg1,Biogas_supply,variable_cost,426954116.1723406
1976,2057,reg1,Biogas_supply,variable_cost,371677163.09281224
1977,2058,reg1,Biogas_supply,variable_cost,371677163.09281224
1978,2059,reg1,Biogas_supply,variable_cost,371677163.09281164
1979,2060,reg1,Biogas_supply,variable_cost,420647047.7883995
1980,2025,reg1,Waste_supply,variable_cost,0.0
1981,2026,reg1,Waste_supply,variable_cost,0.0
1982,2027,reg1,Waste_supply,variable_cost,0.0
1983,2028,reg1,Waste_supply,variable_cost,0.0
1984,2029,reg1,Waste_supply,variable_cost,0.0
1985,2030,reg1,Waste_supply,variable_cost,0.0
1986,2031,reg1,Waste_supply,variable_cost,0.0
1987,2032,reg1,Waste_supply,variable_cost,0.0
1988,2033,reg1,Waste_supply,variable_cost,0.0
1989,2034,reg1,Waste_supply,variable_cost,0.0
1990,2035,reg1,Waste_supply,variable_cost,0.0
1991,2036,reg1,Waste_supply,variable_cost,0.0
1992,2037,reg1,Waste_supply,variable_cost,0.0
1993,2038,reg1,Waste_supply,variable_cost,0.0
1994,2039,reg1,Waste_supply,variable_cost,0.0
1995,2040,reg1,Waste_supply,variable_cost,0.0
1996,2041,reg1,Waste_supply,variable_cost,0.0
1997,2042,reg1,Waste_supply,variable_cost,0.0
1998,2043,reg1,Waste_supply,variable_cost,0.0
1999,2044,reg1,Waste_supply,variable_cost,0.0
2000,2045,reg1,Waste_supply,variable_cost,0.0
2001,2046,reg1,Waste_supply,variable_cost,0.0
2002,2047,reg1,Waste_supply,variable_cost,0.0
2003,2048,reg1,Waste_supply,variable_cost,0.0
2004,2049,reg1,Waste_supply,variable_cost,0.0
2005,2050,reg1,Waste_supply,variable_cost,0.0
2006,2051,reg1,Waste_supply,variable_cost,0.0
2007,2052,reg1,Waste_supply,variable_cost,0.0
2008,2053,reg1,Waste_supply,variable_cost,0.0
2009,2054,reg1,Waste_supply,variable_cost,0.0
2010,2055,reg1,Waste_supply,variable_cost,0.0
2011,2056,reg1,Waste_supply,variable_cost,0.0
2012,2057,reg1,Waste_supply,variable_cost,0.0
2013,2058,reg1,Waste_supply,variable_cost,0.0
2014,2059,reg1,Waste_supply,variable_cost,0.0
2015,2060,reg1,Waste_supply,variable_cost,0.0
2016,2025,reg1,Geo_PP,variable_cost,0.0
2017,2026,reg1,Geo_PP,variable_cost,0.0
2018,2027,reg1,Geo_PP,variable_cost,0.0
2019,2028,reg1,Geo_PP,variable_cost,0.0
2020,2029,reg1,Geo_PP,variable_cost,0.0
2021,2030,reg1,Geo_PP,variable_cost,0.0
2022,2031,reg1,Geo_PP,variable_cost,0.0
2023,2032,reg1,Geo_PP,variable_cost,0.0
2024,2033,reg1,Geo_PP,variable_cost,0.0
2025,2034,reg1,Geo_PP,variable_cost,0.0
2026,2035,reg1,Geo_PP,variable_cost,0.0
2027,2036,reg1,Geo_PP,variable_cost,0.0
2028,2037,reg1,Geo_PP,variable_cost,0.0
2029,2038,reg1,Geo_PP,variable_cost,0.0
2030,2039,reg1,Geo_PP,variable_cost,0.0
2031,2040,reg1,Geo_PP,variable_cost,0.0
2032,2041,reg1,Geo_PP,variable_cost,0.0
2033,2042,reg1,Geo_PP,variable_cost,0.0
2034,2043,reg1,Geo_PP,variable_cost,0.0
2035,2044,reg1,Geo_PP,variable_cost,0.0
2036,2045,reg1,Geo_PP,variable_cost,0.0
2037,2046,reg1,Geo_PP,variable_cost,0.0
2038,2047,reg1,Geo_PP,variable_cost,0.0
2039,2048,reg1,Geo_PP,variable_cost,0.0
2040,2049,reg1,Geo_PP,variable_cost,0.0
2041,2050,reg1,Geo_PP,variable_cost,0.0
2042,2051,reg1,Geo_PP,variable_cost,0.0
2043,2052,reg1,Geo_PP,variable_cost,0.0
2044,2053,reg1,Geo_PP,variable_cost,0.0
2045,2054,reg1,Geo_PP,variable_cost,0.0
2046,2055,reg1,Geo_PP,variable_cost,0.0
2047,2056,reg1,Geo_PP,variable_cost,0.0
2048,2057,reg1,Geo_PP,variable_cost,0.0
