,Datetime,Region,Technology,Emission,Value
143,2060,reg1,BW_supply,CO2,0.0
144,2025,reg1,BIO_supply,CO2,0.0
145,2026,reg1,BIO_supply,CO2,0.0
146,2027,reg1,BIO_supply,CO2,0.0
147,2028,reg1,BIO_supply,CO2,0.0
148,2029,reg1,BIO_supply,CO2,0.0
149,2030,reg1,BIO_supply,CO2,0.0
150,2031,reg1,BIO_supply,CO2,0.0
151,2032,reg1,BIO_supply,CO2,0.0
152,2033,reg1,BIO_supply,CO2,0.0
153,2034,reg1,BIO_supply,CO2,0.0
154,2035,reg1,BIO_supply,CO2,0.0
155,2036,reg1,BIO_supply,CO2,0.0
156,2037,reg1,BIO_supply,CO2,0.0
157,2038,reg1,BIO_supply,CO2,0.0
158,2039,reg1,BIO_supply,CO2,0.0
159,2040,reg1,BIO_supply,CO2,0.0
160,2041,reg1,BIO_supply,CO2,0.0
161,2042,reg1,BIO_supply,CO2,0.0
162,2043,reg1,BIO_supply,CO2,0.0
163,2044,reg1,BIO_supply,CO2,0.0
164,2045,reg1,BIO_supply,CO2,0.0
165,2046,reg1,BIO_supply,CO2,0.0
166,2047,reg1,BIO_supply,CO2,0.0
167,2048,reg1,BIO_supply,CO2,0.0
168,2049,reg1,BIO_supply,CO2,0.0
169,2050,reg1,BIO_supply,CO2,0.0
170,2051,reg1,BIO_supply,CO2,0.0
171,2052,reg1,BIO_supply,CO2,0.0
172,2053,reg1,BIO_supply,CO2,0.0
173,2054,reg1,BIO_supply,CO2,0.0
174,2055,reg1,BIO_supply,CO2,0.0
175,2056,reg1,BIO_supply,CO2,0.0
176,2057,reg1,BIO_supply,CO2,0.0
177,2058,reg1,BIO_supply,CO2,0.0
178,2059,reg1,BIO_supply,CO2,0.0
179,2060,reg1,BIO_supply,CO2,0.0
180,2025,reg1,Biogas_supply,CO2,0.0
181,2026,reg1,Biogas_supply,CO2,0.0
182,2027,reg1,Biogas_supply,CO2,0.0
183,2028,reg1,Biogas_supply,CO2,0.0
184,2029,reg1,Biogas_supply,CO2,0.0
185,2030,reg1,Biogas_supply,CO2,0.0
186,2031,reg1,Biogas_supply,CO2,0.0
187,2032,reg1,Biogas_supply,CO2,0.0
188,2033,reg1,Biogas_supply,CO2,0.0
189,2034,reg1,Biogas_supply,CO2,0.0
190,2035,reg1,Biogas_supply,CO2,0.0
191,2036,reg1,Biogas_supply,CO2,0.0
192,2037,reg1,Biogas_supply,CO2,0.0
193,2038,reg1,Biogas_supply,CO2,0.0
194,2039,reg1,Biogas_supply,CO2,0.0
195,2040,reg1,Biogas_supply,CO2,0.0
196,2041,reg1,Biogas_supply,CO2,0.0
197,2042,reg1,Biogas_supply,CO2,0.0
198,2043,reg1,Biogas_supply,CO2,0.0
199,2044,reg1,Biogas_supply,CO2,0.0
200,2045,reg1,Biogas_supply,CO2,0.0
201,2046,reg1,Biogas_supply,CO2,0.0
202,2047,reg1,Biogas_supply,CO2,0.0
203,2048,reg1,Biogas_supply,CO2,0.0
204,2049,reg1,Biogas_supply,CO2,0.0
205,2050,reg1,Biogas_supply,CO2,0.0
206,2051,reg1,Biogas_supply,CO2,0.0
207,2052,reg1,Biogas_supply,CO2,0.0
208,2053,reg1,Biogas_supply,CO2,0.0
209,2054,reg1,Biogas_supply,CO2,0.0
210,2055,reg1,Biogas_supply,CO2,0.0
211,2056,reg1,Biogas_supply,CO2,0.0
212,2057,reg1,Biogas_supply,CO2,0.0
213,2058,reg1,Biogas_supply,CO2,0.0
214,2059,reg1,Biogas_supply,CO2,0.0
215,2060,reg1,Biogas_supply,CO2,0.0
216,2025,reg1,Waste_supply,CO2,0.0
217,2026,reg1,Waste_supply,CO2,0.0
218,2027,reg1,Waste_supply,CO2,0.0
219,2028,reg1,Waste_supply,CO2,0.0
220,2029,reg1,Waste_supply,CO2,0.0
221,2030,reg1,Waste_supply,CO2,0.0
222,2031,reg1,Waste_supply,CO2,0.0
223,2032,reg1,Waste_supply,CO2,0.0
224,2033,reg1,Waste_supply,CO2,0.0
225,2034,reg1,Waste_supply,CO2,0.0
226,2035,reg1,Waste_supply,CO2,0.0
227,2036,reg1,Waste_supply,CO2,0.0
228,2037,reg1,Waste_supply,CO2,0.0
229,2038,reg1,Waste_supply,CO2,0.0
230,2039,reg1,Waste_supply,CO2,0.0
231,2040,reg1,Waste_supply,CO2,0.0
232,2041,reg1,Waste_supply,CO2,0.0
233,2042,reg1,Waste_supply,CO2,0.0
234,2043,reg1,Waste_supply,CO2,0.0
235,2044,reg1,Waste_supply,CO2,0.0
236,2045,reg1,Waste_supply,CO2,0.0
237,2046,reg1,Waste_supply,CO2,0.0
238,2047,reg1,Waste_supply,CO2,0.0
239,2048,reg1,Waste_supply,CO2,0.0
240,2049,reg1,Waste_supply,CO2,0.0
241,2050,reg1,Waste_supply,CO2,0.0
242,2051,reg1,Waste_supply,CO2,0.0
243,2052,reg1,Waste_supply,CO2,0.0
244,2053,reg1,Waste_supply,CO2,0.0
245,2054,reg1,Waste_supply,CO2,0.0
246,2055,reg1,Waste_supply,CO2,0.0
247,2056,reg1,Waste_supply,CO2,0.0
248,2057,reg1,Waste_supply,CO2,0.0
249,2058,reg1,Waste_supply,CO2,0.0
250,2059,reg1,Waste_supply,CO2,0.0
251,2060,reg1,Waste_supply,CO2,0.0
252,2025,reg1,Geo_PP,CO2,0.0
253,2026,reg1,Geo_PP,CO2,0.0
254,2027,reg1,Geo_PP,CO2,0.0
255,2028,reg1,Geo_PP,CO2,0.0
256,2029,reg1,Geo_PP,CO2,0.0
257,2030,reg1,Geo_PP,CO2,0.0
258,2031,reg1,Geo_PP,CO2,0.0
259,2032,reg1,Geo_PP,CO2,0.0
260,2033,reg1,Geo_PP,CO2,0.0
261,2034,reg1,Geo_PP,CO2,0.0
262,2035,reg1,Geo_PP,CO2,0.0
263,2036,reg1,Geo_PP,CO2,0.0
264,2037,reg1,Geo_PP,CO2,0.0
265,2038,reg1,Geo_PP,CO2,0.0
266,2039,reg1,Geo_PP,CO2,0.0
267,2040,reg1,Geo_PP,CO2,0.0
268,2041,reg1,Geo_PP,CO2,0.0
269,2042,reg1,Geo_PP,CO2,0.0
270,2043,reg1,Geo_PP,CO2,0.0
271,2044,reg1,Geo_PP,CO2,0.0
272,2045,reg1,Geo_PP,CO2,0.0
273,2046,reg1,Geo_PP,CO2,0.0
274,2047,reg1,Geo_PP,CO2,0.0
275,2048,reg1,Geo_PP,CO2,0.0
276,2049,reg1,Geo_PP,CO2,0.0
277,2050,reg1,Geo_PP,CO2,0.0
278,2051,reg1,Geo_PP,CO2,0.0
279,2052,reg1,Geo_PP,CO2,0.0
280,2053,reg1,Geo_PP,CO2,0.0
281,2054,reg1,Geo_PP,CO2,0.0
282,2055,reg1,Geo_PP,CO2,0.0
283,2056,reg1,Geo_PP,CO2,0.0
284,2057,reg1,Geo_PP,CO2,0.0
285,2058,reg1,Geo_PP,CO2,0.0
286,2059,reg1,Geo_PP,CO2,0.0
287,2060,reg1,Geo_PP,CO2,0.0
288,2025,reg1,Solar_PV_PP,CO2,0.0
289,2026,reg1,Solar_PV_PP,CO2,0.0
290,2027,reg1,Solar_PV_PP,CO2,0.0
291,2028,reg1,Solar_PV_PP,CO2,0.0
292,2029,reg1,Solar_PV_PP,CO2,0.0
293,2030,reg1,Solar_PV_PP,CO2,0.0
294,2031,reg1,Solar_PV_PP,CO2,0.0
295,2032,reg1,Solar_PV_PP,CO2,0.0
296,2033,reg1,Solar_PV_PP,CO2,0.0
297,2034,reg1,Solar_PV_PP,CO2,0.0
298,2035,reg1,Solar_PV_PP,CO2,0.0
299,2036,reg1,Solar_PV_PP,CO2,0.0
300,2037,reg1,Solar_PV_PP,CO2,0.0
301,2038,reg1,Solar_PV_PP,CO2,0.0
302,2039,reg1,Solar_PV_PP,CO2,0.0
303,2040,reg1,Solar_PV_PP,CO2,0.0
304,2041,reg1,Solar_PV_PP,CO2,0.0
305,2042,reg1,Solar_PV_PP,CO2,0.0
306,2043,reg1,Solar_PV_PP,CO2,0.0
307,2044,reg1,Solar_PV_PP,CO2,0.0
308,2045,reg1,Solar_PV_PP,CO2,0.0
309,2046,reg1,Solar_PV_PP,CO2,0.0
310,2047,reg1,Solar_PV_PP,CO2,0.0
311,2048,reg1,Solar_PV_PP,CO2,0.0
312,2049,reg1,Solar_PV_PP,CO2,0.0
313,2050,reg1,Solar_PV_PP,CO2,0.0
314,2051,reg1,Solar_PV_PP,CO2,0.0
315,2052,reg1,Solar_PV_PP,CO2,0.0
316,2053,reg1,Solar_PV_PP,CO2,0.0
317,2054,reg1,Solar_PV_PP,CO2,0.0
318,2055,reg1,Solar_PV_PP,CO2,0.0
319,2056,reg1,Solar_PV_PP,CO2,0.0
320,2057,reg1,Solar_PV_PP,CO2,0.0
321,2058,reg1,Solar_PV_PP,CO2,0.0
322,2059,reg1,Solar_PV_PP,CO2,0.0
323,2060,reg1,Solar_PV_PP,CO2,0.0
324,2025,reg1,Wind_On-Shore_PP,CO2,0.0
325,2026,reg1,Wind_On-Shore_PP,CO2,0.0
326,2027,reg1,Wind_On-Shore_PP,CO2,0.0
327,2028,reg1,Wind_On-Shore_PP,CO2,0.0
328,2029,reg1,Wind_On-Shore_PP,CO2,0.0
329,2030,reg1,Wind_On-Shore_PP,CO2,0.0
330,2031,reg1,Wind_On-Shore_PP,CO2,0.0
331,2032,reg1,Wind_On-Shore_PP,CO2,0.0
332,2033,reg1,Wind_On-Shore_PP,CO2,0.0
333,2034,reg1,Wind_On-Shore_PP,CO2,0.0
334,2035,reg1,Wind_On-Shore_PP,CO2,0.0
335,2036,reg1,Wind_On-Shore_PP,CO2,0.0
336,2037,reg1,Wind_On-Shore_PP,CO2,0.0
337,2038,reg1,Wind_On-Shore_PP,CO2,0.0
338,2039,reg1,Wind_On-Shore_PP,CO2,0.0
339,2040,reg1,Wind_On-Shore_PP,CO2,0.0
340,2041,reg1,Wind_On-Shore_PP,CO2,0.0
341,2042,reg1,Wind_On-Shore_PP,CO2,0.0
342,2043,reg1,Wind_On-Shore_PP,CO2,0.0
343,2044,reg1,Wind_On-Shore_PP,CO2,0.0
344,2045,reg1,Wind_On-Shore_PP,CO2,0.0
345,2046,reg1,Wind_On-Shore_PP,CO2,0.0
346,2047,reg1,Wind_On-Shore_PP,CO2,0.0
347,2048,reg1,Wind_On-Shore_PP,CO2,0.0
348,2049,reg1,Wind_On-Shore_PP,CO2,0.0
349,2050,reg1,Wind_On-Shore_PP,CO2,0.0
350,2051,reg1,Wind_On-Shore_PP,CO2,0.0
351,2052,reg1,Wind_On-Shore_PP,CO2,0.0
352,2053,reg1,Wind_On-Shore_PP,CO2,0.0
353,2054,reg1,Wind_On-Shore_PP,CO2,0.0
354,2055,reg1,Wind_On-Shore_PP,CO2,0.0
355,2056,reg1,Wind_On-Shore_PP,CO2,0.0
356,2057,reg1,Wind_On-Shore_PP,CO2,0.0
357,2058,reg1,Wind_On-Shore_PP,CO2,0.0
358,2059,reg1,Wind_On-Shore_PP,CO2,0.0
359,2060,reg1,Wind_On-Shore_PP,CO2,0.0
360,2025,reg1,Wind_Off-Shore_PP,CO2,0.0
361,2026,reg1,Wind_Off-Shore_PP,CO2,0.0
362,2027,reg1,Wind_Off-Shore_PP,CO2,0.0
363,2028,reg1,Wind_Off-Shore_PP,CO2,0.0
364,2029,reg1,Wind_Off-Shore_PP,CO2,0.0
365,2030,reg1,Wind_Off-Shore_PP,CO2,0.0
366,2031,reg1,Wind_Off-Shore_PP,CO2,0.0
367,2032,reg1,Wind_Off-Shore_PP,CO2,0.0
368,2033,reg1,Wind_Off-Shore_PP,CO2,0.0
369,2034,reg1,Wind_Off-Shore_PP,CO2,0.0
370,2035,reg1,Wind_Off-Shore_PP,CO2,0.0
371,2036,reg1,Wind_Off-Shore_PP,CO2,0.0
372,2037,reg1,Wind_Off-Shore_PP,CO2,0.0
373,2038,reg1,Wind_Off-Shore_PP,CO2,0.0
374,2039,reg1,Wind_Off-Shore_PP,CO2,0.0
375,2040,reg1,Wind_Off-Shore_PP,CO2,0.0
376,2041,reg1,Wind_Off-Shore_PP,CO2,0.0
377,2042,reg1,Wind_Off-Shore_PP,CO2,0.0
378,2043,reg1,Wind_Off-Shore_PP,CO2,0.0
379,2044,reg1,Wind_Off-Shore_PP,CO2,0.0
380,2045,reg1,Wind_Off-Shore_PP,CO2,0.0
381,2046,reg1,Wind_Off-Shore_PP,CO2,0.0
382,2047,reg1,Wind_Off-Shore_PP,CO2,0.0
383,2048,reg1,Wind_Off-Shore_PP,CO2,0.0
384,2049,reg1,Wind_Off-Shore_PP,CO2,0.0
385,2050,reg1,Wind_Off-Shore_PP,CO2,0.0
386,2051,reg1,Wind_Off-Shore_PP,CO2,0.0
387,2052,reg1,Wind_Off-Shore_PP,CO2,0.0
388,2053,reg1,Wind_Off-Shore_PP,CO2,0.0
389,2054,reg1,Wind_Off-Shore_PP,CO2,0.0
390,2055,reg1,Wind_Off-Shore_PP,CO2,0.0
391,2056,reg1,Wind_Off-Shore_PP,CO2,0.0
392,2057,reg1,Wind_Off-Shore_PP,CO2,0.0
393,2058,reg1,Wind_Off-Shore_PP,CO2,0.0
394,2059,reg1,Wind_Off-Shore_PP,CO2,0.0
395,2060,reg1,Wind_Off-Shore_PP,CO2,0.0
396,2025,reg1,Hydro_PP,CO2,0.0
397,2026,reg1,Hydro_PP,CO2,0.0
398,2027,reg1,Hydro_PP,CO2,0.0
399,2028,reg1,Hydro_PP,CO2,0.0
400,2029,reg1,Hydro_PP,CO2,0.0
401,2030,reg1,Hydro_PP,CO2,0.0
402,2031,reg1,Hydro_PP,CO2,0.0
403,2032,reg1,Hydro_PP,CO2,0.0
404,2033,reg1,Hydro_PP,CO2,0.0
405,2034,reg1,Hydro_PP,CO2,0.0
406,2035,reg1,Hydro_PP,CO2,0.0
407,2036,reg1,Hydro_PP,CO2,0.0
408,2037,reg1,Hydro_PP,CO2,0.0
409,2038,reg1,Hydro_PP,CO2,0.0
410,2039,reg1,Hydro_PP,CO2,0.0
411,2040,reg1,Hydro_PP,CO2,0.0
412,2041,reg1,Hydro_PP,CO2,0.0
413,2042,reg1,Hydro_PP,CO2,0.0
414,2043,reg1,Hydro_PP,CO2,0.0
415,2044,reg1,Hydro_PP,CO2,0.0
416,2045,reg1,Hydro_PP,CO2,0.0
417,2046,reg1,Hydro_PP,CO2,0.0
418,2047,reg1,Hydro_PP,CO2,0.0
419,2048,reg1,Hydro_PP,CO2,0.0
420,2049,reg1,Hydro_PP,CO2,0.0
421,2050,reg1,Hydro_PP,CO2,0.0
422,2051,reg1,Hydro_PP,CO2,0.0
423,2052,reg1,Hydro_PP,CO2,0.0
424,2053,reg1,Hydro_PP,CO2,0.0
425,2054,reg1,Hydro_PP,CO2,0.0
426,2055,reg1,Hydro_PP,CO2,0.0
427,2056,reg1,Hydro_PP,CO2,0.0
428,2057,reg1,Hydro_PP,CO2,0.0
429,2058,reg1,Hydro_PP,CO2,0.0
430,2059,reg1,Hydro_PP,CO2,0.0
431,2060,reg1,Hydro_PP,CO2,0.0
432,2025,reg1,UO2_supply ,CO2,0.0
433,2026,reg1,UO2_supply ,CO2,0.0
434,2027,reg1,UO2_supply ,CO2,0.0
435,2028,reg1,UO2_supply ,CO2,0.0
436,2029,reg1,UO2_supply ,CO2,0.0
437,2030,reg1,UO2_supply ,CO2,0.0
438,2031,reg1,UO2_supply ,CO2,0.0
439,2032,reg1,UO2_supply ,CO2,0.0
440,2033,reg1,UO2_supply ,CO2,0.0
441,2034,reg1,UO2_supply ,CO2,0.0
442,2035,reg1,UO2_supply ,CO2,0.0
443,2036,reg1,UO2_supply ,CO2,0.0
444,2037,reg1,UO2_supply ,CO2,0.0
445,2038,reg1,UO2_supply ,CO2,0.0
446,2039,reg1,UO2_supply ,CO2,0.0
447,2040,reg1,UO2_supply ,CO2,0.0
448,2041,reg1,UO2_supply ,CO2,0.0
449,2042,reg1,UO2_supply ,CO2,0.0
450,2043,reg1,UO2_supply ,CO2,0.0
451,2044,reg1,UO2_supply ,CO2,0.0
452,2045,reg1,UO2_supply ,CO2,0.0
453,2046,reg1,UO2_supply ,CO2,0.0
454,2047,reg1,UO2_supply ,CO2,0.0
455,2048,reg1,UO2_supply ,CO2,0.0
456,2049,reg1,UO2_supply ,CO2,0.0
457,2050,reg1,UO2_supply ,CO2,0.0
458,2051,reg1,UO2_supply ,CO2,0.0
459,2052,reg1,UO2_supply ,CO2,0.0
460,2053,reg1,UO2_supply ,CO2,0.0
461,2054,reg1,UO2_supply ,CO2,0.0
462,2055,reg1,UO2_supply ,CO2,0.0
463,2056,reg1,UO2_supply ,CO2,0.0
464,2057,reg1,UO2_supply ,CO2,0.0
465,2058,reg1,UO2_supply ,CO2,0.0
466,2059,reg1,UO2_supply ,CO2,0.0
467,2060,reg1,UO2_supply ,CO2,0.0
468,2025,reg1,Electricity_net_imports,CO2,0.0
469,2026,reg1,Electricity_net_imports,CO2,0.0
470,2027,reg1,Electricity_net_imports,CO2,0.0
471,2028,reg1,Electricity_net_imports,CO2,0.0
472,2029,reg1,Electricity_net_imports,CO2,0.0
473,2030,reg1,Electricity_net_imports,CO2,0.0
474,2031,reg1,Electricity_net_imports,CO2,0.0
475,2032,reg1,Electricity_net_imports,CO2,0.0
476,2033,reg1,Electricity_net_imports,CO2,0.0
477,2034,reg1,Electricity_net_imports,CO2,0.0
478,2035,reg1,Electricity_net_imports,CO2,0.0
479,2036,reg1,Electricity_net_imports,CO2,0.0
480,2037,reg1,Electricity_net_imports,CO2,0.0
481,2038,reg1,Electricity_net_imports,CO2,0.0
482,2039,reg1,Electricity_net_imports,CO2,0.0
483,2040,reg1,Electricity_net_imports,CO2,0.0
484,2041,reg1,Electricity_net_imports,CO2,0.0
485,2042,reg1,Electricity_net_imports,CO2,0.0
486,2043,reg1,Electricity_net_imports,CO2,0.0
487,2044,reg1,Electricity_net_imports,CO2,0.0
488,2045,reg1,Electricity_net_imports,CO2,0.0
489,2046,reg1,Electricity_net_imports,CO2,0.0
490,2047,reg1,Electricity_net_imports,CO2,0.0
491,2048,reg1,Electricity_net_imports,CO2,0.0
492,2049,reg1,Electricity_net_imports,CO2,0.0
493,2050,reg1,Electricity_net_imports,CO2,0.0
494,2051,reg1,Electricity_net_imports,CO2,0.0
495,2052,reg1,Electricity_net_imports,CO2,0.0
496,2053,reg1,Electricity_net_imports,CO2,0.0
497,2054,reg1,Electricity_net_imports,CO2,0.0
498,2055,reg1,Electricity_net_imports,CO2,0.0
499,2056,reg1,Electricity_net_imports,CO2,0.0
500,2057,reg1,Electricity_net_imports,CO2,0.0
501,2058,reg1,Electricity_net_imports,CO2,0.0
502,2059,reg1,Electricity_net_imports,CO2,0.0
503,2060,reg1,Electricity_net_imports,CO2,0.0
504,2025,reg1,Geo_HP,CO2,0.0
505,2026,reg1,Geo_HP,CO2,0.0
506,2027,reg1,Geo_HP,CO2,0.0
507,2028,reg1,Geo_HP,CO2,0.0
508,2029,reg1,Geo_HP,CO2,0.0
509,2030,reg1,Geo_HP,CO2,0.0
510,2031,reg1,Geo_HP,CO2,0.0
511,2032,reg1,Geo_HP,CO2,0.0
512,2033,reg1,Geo_HP,CO2,0.0
513,2034,reg1,Geo_HP,CO2,0.0
514,2035,reg1,Geo_HP,CO2,0.0
515,2036,reg1,Geo_HP,CO2,0.0
516,2037,reg1,Geo_HP,CO2,0.0
517,2038,reg1,Geo_HP,CO2,0.0
518,2039,reg1,Geo_HP,CO2,0.0
519,2040,reg1,Geo_HP,CO2,0.0
520,2041,reg1,Geo_HP,CO2,0.0
521,2042,reg1,Geo_HP,CO2,0.0
522,2043,reg1,Geo_HP,CO2,0.0
523,2044,reg1,Geo_HP,CO2,0.0
524,2045,reg1,Geo_HP,CO2,0.0
525,2046,reg1,Geo_HP,CO2,0.0
526,2047,reg1,Geo_HP,CO2,0.0
527,2048,reg1,Geo_HP,CO2,0.0
528,2049,reg1,Geo_HP,CO2,0.0
529,2050,reg1,Geo_HP,CO2,0.0
530,2051,reg1,Geo_HP,CO2,0.0
531,2052,reg1,Geo_HP,CO2,0.0
532,2053,reg1,Geo_HP,CO2,0.0
533,2054,reg1,Geo_HP,CO2,0.0
534,2055,reg1,Geo_HP,CO2,0.0
535,2056,reg1,Geo_HP,CO2,0.0
536,2057,reg1,Geo_HP,CO2,0.0
537,2058,reg1,Geo_HP,CO2,0.0
538,2059,reg1,Geo_HP,CO2,0.0
539,2060,reg1,Geo_HP,CO2,0.0
540,2025,reg1,HTHP,CO2,0.0
541,2026,reg1,HTHP,CO2,0.0
542,2027,reg1,HTHP,CO2,0.0
543,2028,reg1,HTHP,CO2,0.0
544,2029,reg1,HTHP,CO2,0.0
545,2030,reg1,HTHP,CO2,0.0
546,2031,reg1,HTHP,CO2,0.0
547,2032,reg1,HTHP,CO2,0.0
548,2033,reg1,HTHP,CO2,0.0
549,2034,reg1,HTHP,CO2,0.0
550,2035,reg1,HTHP,CO2,0.0
551,2036,reg1,HTHP,CO2,0.0
552,2037,reg1,HTHP,CO2,0.0
553,2038,reg1,HTHP,CO2,0.0
